,SMA
2018-11-26,106.4414
2018-11-27,106.4500
2018-11-28,106.7962
2018-11-29,107.1038
2018-11-30,107.2981
2018-12-03,107.5919
2018-12-04,107.7043
2018-12-06,107.7843
2018-12-07,107.6462
2018-12-10,107.4381
2018-12-11,107.2876
2018-12-12,107.2643
2018-12-13,107.3871
2018-12-14,107.3438
2018-12-17,107.2448
2018-12-18,107.0871
2018-12-19,106.8681
2018-12-20,106.7200
2018-12-21,106.5543
2018-12-24,106.1267
2018-12-26,106.0071
2018-12-27,105.7552
2018-12-28,105.4338
