,MACD,MACD_Hist,MACD_Signal
2017-09-25,0.3629,-0.1635,0.5263
2017-09-26,0.2463,-0.2240,0.4703
2017-09-27,0.1992,-0.2169,0.4161
2017-09-28,0.1616,-0.2036,0.3652
2017-09-29,0.1798,-0.1483,0.3281
2017-10-02,0.2016,-0.1012,0.3028
2017-10-03,0.1884,-0.0915,0.2799
2017-10-04,0.2103,-0.0557,0.2660
2017-10-05,0.3271,0.0489,0.2782
2017-10-06,0.4173,0.1113,0.3060
2017-10-09,0.5063,0.1602,0.3461
2017-10-10,0.5703,0.1794,0.3909
2017-10-11,0.6243,0.1867,0.4376
2017-10-12,0.7154,0.2222,0.4932
2017-10-13,0.8081,0.2519,0.5561
2017-10-16,0.8842,0.2625,0.6218
2017-10-17,0.9291,0.2458,0.6832
2017-10-18,0.9552,0.2176,0.7376
2017-10-19,0.9887,0.2009,0.7878
2017-10-20,1.0755,0.2301,0.8454
2017-10-23,1.1328,0.2300,0.9029
2017-10-24,1.1672,0.2115,0.9557
2017-10-25,1.1625,0.1654,0.9971
2017-10-26,1.1560,0.1271,1.0289
2017-10-27,1.5405,0.4093,1.1312
2017-10-30,1.8306,0.5595,1.2711
2017-10-31,1.9804,0.5675,1.4129
2017-11-01,2.0752,0.5298,1.5454
2017-11-02,2.1952,0.5198,1.6753
2017-11-03,2.2714,0.4768,1.7946
2017-11-06,2.3315,0.4296,1.9019
2017-11-07,2.3361,0.3473,1.9888
2017-11-08,2.3362,0.2780,2.0583
2017-11-09,2.2722,0.1711,2.1011
2017-11-10,2.1786,0.0620,2.1166
2017-11-13,2.0852,-0.0251,2.1103
2017-11-14,1.9978,-0.0900,2.0878
2017-11-15,1.8213,-0.2132,2.0345
2017-11-16,1.6797,-0.2838,1.9635
2017-11-17,1.4859,-0.3821,1.8680
2017-11-20,1.3274,-0.4325,1.7599
2017-11-21,1.2831,-0.3814,1.6645
2017-11-22,1.1851,-0.3836,1.5687
2017-11-24,1.1068,-0.3695,1.4763
2017-11-27,1.0814,-0.3159,1.3973
2017-11-28,1.1298,-0.2140,1.3438
2017-11-29,1.0320,-0.2494,1.2815
2017-11-30,1.0099,-0.2173,1.2271
2017-12-01,0.9882,-0.1912,1.1793
2017-12-04,0.7062,-0.3785,1.0847
2017-12-05,0.5180,-0.4534,0.9714
2017-12-06,0.4595,-0.4095,0.8690
2017-12-07,0.3853,-0.3869,0.7723
2017-12-08,0.4560,-0.2530,0.7090
2017-12-11,0.5916,-0.0939,0.6855
2017-12-12,0.7190,0.0268,0.6922
2017-12-13,0.7922,0.0800,0.7122
2017-12-14,0.7880,0.0606,0.7274
2017-12-15,0.9479,0.1765,0.7715
2017-12-18,1.0250,0.2028,0.8222
2017-12-19,1.0298,0.1661,0.8637
2017-12-20,0.9971,0.1067,0.8904
2017-12-21,0.9585,0.0545,0.9040
2017-12-22,0.9182,0.0113,0.9068
2017-12-26,0.8673,-0.0316,0.8989
2017-12-27,0.8423,-0.0453,0.8876
2017-12-28,0.8139,-0.0589,0.8729
2017-12-29,0.7680,-0.0839,0.8519
2018-01-02,0.7561,-0.0767,0.8327
2018-01-03,0.7700,-0.0502,0.8202
2018-01-04,0.8327,0.0100,0.8227
2018-01-05,0.9585,0.1087,0.8499
2018-01-08,1.0534,0.1628,0.8906
2018-01-09,1.1109,0.1763,0.9346
2018-01-10,1.1114,0.1414,0.9700
2018-01-11,1.1198,0.1199,0.9999
2018-01-12,1.2349,0.1880,1.0469
2018-01-16,1.2113,0.1315,1.0798
2018-01-17,1.3219,0.1936,1.1282
2018-01-18,1.3902,0.2096,1.1806
2018-01-19,1.4199,0.1914,1.2285
2018-01-22,1.5554,0.2615,1.2939
2018-01-23,1.6670,0.2985,1.3685
2018-01-24,1.7290,0.2884,1.4406
2018-01-25,1.7986,0.2864,1.5122
2018-01-26,1.9707,0.3668,1.6039
2018-01-29,2.0718,0.3743,1.6975
2018-01-30,2.0333,0.2687,1.7647
2018-01-31,2.1611,0.3172,1.8439
2018-02-01,2.1767,0.2662,1.9105
2018-02-02,1.9664,0.0447,1.9217
2018-02-05,1.4776,-0.3553,1.8329
2018-02-06,1.3434,-0.3915,1.7350
2018-02-07,1.0858,-0.5193,1.6051
2018-02-08,0.5046,-0.8804,1.3850
2018-02-09,0.2964,-0.8709,1.1673
2018-02-12,0.2057,-0.7693,0.9750
2018-02-13,0.1882,-0.6295,0.8176
2018-02-14,0.2504,-0.4538,0.7042
2018-02-15,0.4439,-0.2082,0.6521
2018-02-16,0.5378,-0.0915,0.6293
2018-02-20,0.6627,0.0267,0.6360
2018-02-21,0.6549,0.0151,0.6397
2018-02-22,0.6604,0.0165,0.6439
2018-02-23,0.8431,0.1594,0.6837
2018-02-26,1.0851,0.3211,0.7640
2018-02-27,1.1650,0.3208,0.8442
2018-02-28,1.1801,0.2687,0.9114
2018-03-01,1.1050,0.1549,0.9501
2018-03-02,1.0496,0.0796,0.9700
2018-03-05,1.0412,0.0570,0.9842
2018-03-06,0.9973,0.0105,0.9868
2018-03-07,0.9946,0.0062,0.9884
2018-03-08,1.0266,0.0306,0.9960
2018-03-09,1.2083,0.1698,1.0385
2018-03-12,1.3553,0.2534,1.1019
2018-03-13,1.2667,0.1319,1.1348
2018-03-14,1.1382,0.0027,1.1355
2018-03-15,1.0508,-0.0677,1.1186
2018-03-16,1.0040,-0.0917,1.0956
2018-03-19,0.8194,-0.2210,1.0404
2018-03-20,0.6846,-0.2847,0.9692
2018-03-21,0.5193,-0.3600,0.8792
2018-03-22,0.1693,-0.5680,0.7372
2018-03-23,-0.3151,-0.8418,0.5268
2018-03-26,-0.1645,-0.5530,0.3885
2018-03-27,-0.3884,-0.6215,0.2331
2018-03-28,-0.5658,-0.6392,0.0734
2018-03-29,-0.5484,-0.4974,-0.0510
2018-04-02,-0.7479,-0.5575,-0.1904
2018-04-03,-0.8007,-0.4883,-0.3124
2018-04-04,-0.6239,-0.2492,-0.3747
2018-04-05,-0.4744,-0.0797,-0.3947
2018-04-06,-0.5233,-0.1029,-0.4204
2018-04-09,-0.5126,-0.0738,-0.4388
2018-04-10,-0.3300,0.0870,-0.4171
2018-04-11,-0.2646,0.1220,-0.3866
2018-04-12,-0.0731,0.2508,-0.3239
2018-04-13,0.0378,0.2894,-0.2516
2018-04-16,0.2113,0.3703,-0.1590
2018-04-17,0.4963,0.5243,-0.0279
2018-04-18,0.7435,0.6172,0.1264
2018-04-19,0.9024,0.6208,0.2816
2018-04-20,0.9281,0.5172,0.4109
2018-04-23,0.9655,0.4437,0.5218
2018-04-24,0.8059,0.2273,0.5786
2018-04-25,0.6071,0.0228,0.5843
2018-04-26,0.6000,0.0125,0.5875
2018-04-27,0.7120,0.0996,0.6124
2018-04-30,0.6082,-0.0033,0.6115
2018-05-01,0.6380,0.0212,0.6168
2018-05-02,0.5352,-0.0653,0.6005
2018-05-03,0.4932,-0.0858,0.5790
2018-05-04,0.5417,-0.0299,0.5716
2018-05-07,0.6580,0.0692,0.5889
2018-05-08,0.7090,0.0961,0.6129
2018-05-09,0.8310,0.1745,0.6565
2018-05-10,0.9944,0.2704,0.7241
2018-05-11,1.0944,0.2963,0.7982
2018-05-14,1.1866,0.3108,0.8758
2018-05-15,1.1887,0.2503,0.9384
2018-05-16,1.1632,0.1798,0.9834
2018-05-17,1.0526,0.0554,0.9972
2018-05-18,0.9683,-0.0231,0.9914
2018-05-21,0.9902,-0.0010,0.9912
2018-05-22,0.9880,-0.0025,0.9906
2018-05-23,1.0676,0.0616,1.0060
2018-05-24,1.0899,0.0671,1.0228
2018-05-25,1.0989,0.0609,1.0380
2018-05-29,1.0655,0.0220,1.0435
2018-05-30,1.1022,0.0470,1.0552
2018-05-31,1.1096,0.0435,1.0661
2018-06-01,1.2584,0.1538,1.1046
2018-06-04,1.4307,0.2609,1.1698
2018-06-05,1.5910,0.3369,1.2540
2018-06-06,1.7223,0.3746,1.3477
2018-06-07,1.6771,0.2636,1.4136
2018-06-08,1.6825,0.2151,1.4674
2018-06-11,1.6212,0.1231,1.4981
2018-06-12,1.5755,0.0619,1.5136
2018-06-13,1.4850,-0.0229,1.5079
2018-06-14,1.4427,-0.0522,1.4948
2018-06-15,1.2901,-0.1638,1.4539
2018-06-18,1.2142,-0.1918,1.4059
2018-06-19,1.1408,-0.2121,1.3529
2018-06-20,1.1509,-0.1616,1.3125
2018-06-21,1.0875,-0.1800,1.2675
2018-06-22,0.9671,-0.2403,1.2074
2018-06-25,0.7007,-0.4054,1.1061
2018-06-26,0.5390,-0.4537,0.9927
2018-06-27,0.2834,-0.5675,0.8508
2018-06-28,0.1668,-0.5472,0.7140
2018-06-29,0.0719,-0.5137,0.5856
2018-07-02,0.1085,-0.3817,0.4902
2018-07-03,0.0593,-0.3447,0.4040
2018-07-05,0.0767,-0.2618,0.3385
2018-07-06,0.2012,-0.1099,0.3111
2018-07-09,0.3515,0.0323,0.3192
2018-07-10,0.4867,0.1341,0.3527
2018-07-11,0.5760,0.1787,0.3973
2018-07-12,0.8157,0.3347,0.4810
2018-07-13,1.0930,0.4896,0.6034
2018-07-16,1.2564,0.5224,0.7340
2018-07-17,1.4531,0.5753,0.8778
2018-07-18,1.5244,0.5173,1.0071
2018-07-19,1.5055,0.3987,1.1068
2018-07-20,1.6226,0.4127,1.2100
2018-07-23,1.8316,0.4973,1.3343
2018-07-24,1.9497,0.4923,1.4574
2018-07-25,2.2728,0.6524,1.6205
2018-07-26,2.4036,0.6265,1.7771
2018-07-27,2.3239,0.4375,1.8865
2018-07-30,2.0507,0.1314,1.9193
2018-07-31,1.8700,-0.0395,1.9094
2018-08-01,1.7230,-0.1492,1.8722
2018-08-02,1.6911,-0.1448,1.8359
2018-08-03,1.6843,-0.1213,1.8056
2018-08-06,1.6670,-0.1109,1.7779
2018-08-07,1.6943,-0.0669,1.7612
2018-08-08,1.7450,-0.0129,1.7579
2018-08-09,1.7792,0.0170,1.7622
2018-08-10,1.7323,-0.0239,1.7562
2018-08-13,1.6128,-0.1148,1.7275
2018-08-14,1.6084,-0.0953,1.7037
2018-08-15,1.4351,-0.2148,1.6500
2018-08-16,1.2814,-0.2949,1.5763
2018-08-17,1.1416,-0.3477,1.4893
2018-08-20,0.9624,-0.4216,1.3840
2018-08-21,0.7400,-0.5151,1.2552
2018-08-22,0.6435,-0.4893,1.1328
2018-08-23,0.6005,-0.4259,1.0264
2018-08-24,0.6269,-0.3196,0.9465
2018-08-27,0.7362,-0.1682,0.9044
2018-08-28,0.8661,-0.0307,0.8968
2018-08-29,1.0984,0.1613,0.9371
2018-08-30,1.2623,0.2602,1.0021
2018-08-31,1.4066,0.3236,1.0830
2018-09-04,1.4542,0.2970,1.1573
2018-09-05,1.2181,0.0486,1.1694
2018-09-06,1.0391,-0.1042,1.1434
2018-09-07,0.8448,-0.2389,1.0837
2018-09-10,0.7763,-0.2459,1.0222
2018-09-11,0.8621,-0.1281,0.9902
2018-09-12,0.9570,-0.0265,0.9835
2018-09-13,1.1162,0.1061,1.0101
2018-09-14,1.2649,0.2038,1.0610
2018-09-17,1.2688,0.1662,1.1026
2018-09-18,1.3428,0.1922,1.1506
2018-09-19,1.2650,0.0915,1.1735
2018-09-20,1.3389,0.1323,1.2066
2018-09-21,1.4365,0.1839,1.2526
2018-09-24,1.5293,0.2214,1.3079
2018-09-25,1.5670,0.2073,1.3597
2018-09-26,1.5413,0.1452,1.3960
2018-09-27,1.5378,0.1134,1.4244
2018-09-28,1.5144,0.0720,1.4424
2018-10-01,1.5777,0.1082,1.4694
2018-10-02,1.5726,0.0825,1.4901
2018-10-03,1.5523,0.0498,1.5025
2018-10-04,1.3288,-0.1389,1.4678
2018-10-05,1.0860,-0.3054,1.3914
2018-10-08,0.7812,-0.4882,1.2694
2018-10-09,0.6460,-0.4987,1.1447
2018-10-10,0.0461,-0.8789,0.9250
2018-10-11,-0.4443,-1.0955,0.6511
2018-10-12,-0.5316,-0.9462,0.4146
2018-10-15,-0.7510,-0.9325,0.1815
2018-10-16,-0.6432,-0.6597,0.0165
2018-10-17,-0.5745,-0.4728,-0.1017
2018-10-18,-0.6904,-0.4710,-0.2194
2018-10-19,-0.7606,-0.4330,-0.3277
2018-10-22,-0.7296,-0.3215,-0.4080
2018-10-23,-0.8190,-0.3287,-0.4902
2018-10-24,-1.3408,-0.6804,-0.6603
2018-10-25,-1.2573,-0.4775,-0.7797
2018-10-26,-1.2844,-0.4038,-0.8807
2018-10-29,-1.5391,-0.5268,-1.0124
2018-10-30,-1.7307,-0.5747,-1.1560
2018-10-31,-1.6154,-0.3675,-1.2479
2018-11-01,-1.5777,-0.2638,-1.3139
2018-11-02,-1.5110,-0.1577,-1.3533
2018-11-05,-1.3338,0.0156,-1.3494
2018-11-06,-1.1631,0.1491,-1.3121
2018-11-07,-0.6778,0.5075,-1.1853
2018-11-08,-0.3066,0.7029,-1.0095
2018-11-09,-0.1862,0.6587,-0.8449
2018-11-12,-0.3051,0.4318,-0.7369
2018-11-13,-0.3893,0.2781,-0.6674
2018-11-14,-0.6079,0.0476,-0.6555
2018-11-15,-0.5880,0.0540,-0.6420
2018-11-16,-0.4851,0.1255,-0.6106
2018-11-19,-0.6917,-0.0649,-0.6268
2018-11-20,-1.0779,-0.3608,-0.7170
2018-11-21,-1.2565,-0.4315,-0.8249
2018-11-23,-1.3852,-0.4482,-0.9370
2018-11-26,-1.1991,-0.2097,-0.9894
2018-11-27,-0.9862,0.0026,-0.9888
2018-11-28,-0.4906,0.3985,-0.8891
2018-11-29,-0.1710,0.5745,-0.7455
2018-11-30,0.1373,0.7062,-0.5690
2018-12-03,0.4729,0.8335,-0.3606
2018-12-04,0.4457,0.6450,-0.1993
2018-12-06,0.4728,0.5377,-0.0649
2018-12-07,0.1400,0.1639,-0.0239
2018-12-10,0.0986,0.0980,0.0006
2018-12-11,0.1449,0.1154,0.0294
2018-12-12,0.2185,0.1513,0.0673
2018-12-13,0.3033,0.1888,0.1145
2018-12-14,0.0934,-0.0169,0.1103
2018-12-17,-0.3226,-0.3463,0.0237
2018-12-18,-0.5587,-0.4659,-0.0928
2018-12-19,-0.7596,-0.5335,-0.2262
2018-12-20,-1.0823,-0.6849,-0.3974
2018-12-21,-1.5844,-0.9496,-0.6348
2018-12-24,-2.2868,-1.3216,-0.9652
2018-12-26,-2.2982,-1.0664,-1.2318
2018-12-27,-2.2314,-0.7997,-1.4317
2018-12-28,-2.2167,-0.6280,-1.5887
