,SMA
2014-08-20,44.5786
2014-08-21,44.8214
2014-08-22,44.9743
2014-08-25,45.1029
2014-08-26,45.1336
2014-08-27,45.0993
2014-08-28,45.0350
2014-08-29,45.1036
2014-09-02,45.0850
2014-09-03,45.0579
2014-09-04,45.0707
2014-09-05,45.2000
2014-09-08,45.4286
2014-09-09,45.6971
2014-09-10,45.8986
2014-09-11,46.1714
2014-09-12,46.4193
2014-09-15,46.5593
2014-09-16,46.6807
2014-09-17,46.6879
2014-09-18,46.6764
2014-09-19,46.7736
2014-09-22,46.7821
2014-09-23,46.7629
2014-09-24,46.8829
2014-09-25,46.7800
2014-09-26,46.7643
2014-09-29,46.7300
2014-09-30,46.5643
2014-10-01,46.3986
2014-10-02,46.2843
2014-10-03,46.1429
2014-10-06,46.1500
2014-10-07,46.0243
2014-10-08,46.0729
2014-10-09,46.0000
2014-10-10,45.7329
2014-10-13,45.4314
2014-10-14,45.0943
2014-10-15,44.6843
2014-10-16,44.2857
2014-10-17,43.8357
2014-10-20,43.5829
2014-10-21,43.7043
2014-10-22,43.8086
2014-10-23,43.9929
2014-10-24,44.4086
2014-10-27,44.8614
2014-10-28,45.2700
2014-10-29,45.6329
2014-10-30,45.8000
2014-10-31,46.1671
2014-11-03,46.5129
2014-11-04,46.7186
2014-11-05,46.9971
2014-11-06,47.3129
2014-11-07,47.6071
2014-11-10,48.0129
2014-11-11,48.2871
2014-11-12,48.4786
2014-11-13,48.7700
2014-11-14,49.0157
2014-11-17,49.1243
2014-11-18,49.1329
2014-11-19,49.0371
2014-11-20,49.0129
2014-11-21,48.8986
2014-11-24,48.6100
2014-11-25,48.3086
2014-11-26,48.0643
2014-11-28,47.9314
2014-12-01,47.9886
2014-12-02,47.9543
2014-12-03,47.9686
2014-12-04,48.1471
2014-12-05,48.2829
2014-12-08,48.2750
2014-12-09,48.2436
2014-12-10,47.9979
2014-12-11,47.8136
2014-12-12,47.6521
2014-12-15,47.3421
2014-12-16,46.8764
2014-12-17,46.5971
2014-12-18,46.5871
2014-12-19,46.6957
2014-12-22,46.8114
2014-12-23,47.0257
2014-12-24,47.2357
2014-12-26,47.6243
2014-12-29,47.8686
2014-12-30,47.7971
2014-12-31,47.6243
2015-01-02,47.4500
2015-01-05,47.1464
2015-01-06,46.7907
2015-01-07,46.5550
2015-01-08,46.5750
2015-01-09,46.5993
2015-01-12,46.6207
2015-01-13,46.5629
2015-01-14,46.5100
2015-01-15,46.4857
2015-01-16,46.4871
2015-01-20,46.3157
2015-01-21,46.1343
2015-01-22,46.2100
2015-01-23,46.3279
2015-01-26,46.4786
2015-01-27,46.0757
2015-01-28,45.3543
2015-01-29,44.7286
2015-01-30,43.9400
2015-02-02,43.1043
2015-02-03,42.3071
2015-02-04,41.5686
2015-02-05,41.5386
2015-02-06,41.7129
2015-02-09,41.7629
2015-02-10,42.0771
2015-02-11,42.2343
2015-02-12,42.4471
2015-02-13,42.7371
2015-02-17,42.8986
2015-02-18,43.0586
2015-02-19,43.2214
2015-02-20,43.4007
2015-02-23,43.6536
2015-02-24,43.7964
2015-02-25,43.8136
2015-02-26,43.8814
2015-02-27,43.9271
2015-03-02,43.9814
2015-03-03,43.8993
2015-03-04,43.7429
2015-03-05,43.6029
2015-03-06,43.3700
2015-03-09,43.1979
2015-03-10,42.9379
2015-03-11,42.6664
2015-03-12,42.3436
2015-03-13,42.1043
2015-03-16,41.8829
2015-03-17,41.7879
2015-03-18,41.7379
2015-03-19,41.7743
2015-03-20,41.9029
2015-03-23,42.1650
2015-03-24,42.3821
2015-03-25,42.3679
2015-03-26,42.2986
2015-03-27,42.0800
2015-03-30,41.8907
2015-03-31,41.5729
2015-04-01,41.2679
2015-04-02,40.8950
2015-04-06,40.9071
2015-04-07,40.9529
2015-04-08,41.0171
2015-04-09,41.0914
2015-04-10,41.2436
2015-04-13,41.3921
2015-04-14,41.5864
2015-04-15,41.6879
2015-04-16,41.7779
2015-04-17,41.8057
2015-04-20,42.0093
2015-04-21,42.1400
2015-04-22,42.3150
2015-04-23,42.5564
2015-04-24,43.3586
2015-04-27,44.1971
2015-04-28,45.2743
2015-04-29,46.1536
2015-04-30,47.0114
2015-05-01,47.8214
2015-05-04,48.5214
2015-05-05,48.4829
2015-05-06,48.2329
2015-05-07,47.8821
2015-05-08,47.6950
2015-05-11,47.5136
2015-05-12,47.3271
2015-05-13,47.2393
2015-05-14,47.3993
2015-05-15,47.6871
2015-05-18,47.8743
2015-05-19,47.8500
2015-05-20,47.8800
2015-05-21,47.8900
2015-05-22,47.7864
2015-05-26,47.4821
2015-05-27,47.3843
2015-05-28,47.3043
2015-05-29,47.2014
2015-06-01,47.1514
2015-06-02,47.0800
2015-06-03,47.0729
2015-06-04,47.0400
2015-06-05,46.8300
2015-06-08,46.5843
2015-06-09,46.4114
2015-06-10,46.3229
2015-06-11,46.2543
2015-06-12,46.1286
2015-06-15,46.0021
2015-06-16,45.9579
2015-06-17,45.9921
2015-06-18,46.1450
2015-06-19,46.0721
2015-06-22,46.0421
2015-06-23,46.0336
2015-06-24,46.0564
2015-06-25,46.0307
2015-06-26,45.9293
2015-06-29,45.5936
2015-06-30,45.3150
2015-07-01,45.0600
2015-07-02,44.8443
2015-07-06,44.6664
2015-07-07,44.4736
2015-07-08,44.3279
2015-07-09,44.3493
2015-07-10,44.4150
2015-07-13,44.5714
2015-07-14,44.7457
2015-07-15,44.9414
2015-07-16,45.2786
2015-07-17,45.6186
2015-07-20,45.9614
2015-07-21,46.3429
2015-07-22,46.3429
2015-07-23,46.4129
2015-07-24,46.4386
2015-07-27,46.2514
2015-07-28,46.0686
2015-07-29,45.9786
2015-07-30,45.9214
2015-07-31,46.0871
2015-08-03,46.1871
2015-08-04,46.4157
2015-08-05,46.7343
2015-08-06,46.9171
2015-08-07,46.9814
2015-08-10,47.0457
2015-08-11,47.0043
2015-08-12,46.9943
2015-08-13,46.8786
2015-08-14,46.7957
2015-08-17,46.8957
2015-08-18,46.9714
2015-08-19,46.8686
2015-08-20,46.7614
2015-08-21,46.2371
2015-08-24,45.5157
2015-08-25,44.5829
2015-08-26,43.9243
2015-08-27,43.4429
2015-08-28,43.0600
2015-08-31,42.7543
2015-09-01,42.5757
2015-09-02,42.8157
2015-09-03,43.2486
2015-09-04,43.2343
2015-09-08,43.2329
2015-09-09,43.1100
2015-09-10,43.0771
2015-09-11,43.3143
2015-09-14,43.2686
2015-09-15,43.3371
2015-09-16,43.5786
2015-09-17,43.6300
2015-09-18,43.6886
2015-09-21,43.8057
2015-09-22,43.8657
2015-09-23,43.9843
2015-09-24,43.9743
2015-09-25,43.9229
2015-09-28,43.7857
2015-09-29,43.7800
2015-09-30,43.8014
2015-10-01,43.9029
2015-10-02,44.1457
2015-10-05,44.5343
2015-10-06,44.9357
2015-10-07,45.4371
2015-10-08,46.0100
2015-10-09,46.4171
2015-10-12,46.7586
2015-10-13,46.9471
2015-10-14,46.9543
2015-10-15,46.9914
2015-10-16,47.0929
2015-10-19,47.1171
2015-10-20,47.2114
2015-10-21,47.2400
2015-10-22,47.4029
2015-10-23,48.2871
2015-10-26,49.3214
2015-10-27,50.2043
2015-10-28,51.1129
2015-10-29,51.9114
2015-10-30,52.6886
2015-11-02,53.4329
2015-11-03,53.6157
2015-11-04,53.6371
2015-11-05,53.7357
2015-11-06,53.8700
2015-11-09,53.9843
2015-11-10,54.1086
2015-11-11,54.1671
2015-11-12,54.0486
2015-11-13,53.8257
2015-11-16,53.7379
2015-11-17,53.4593
2015-11-18,53.4150
2015-11-19,53.4764
2015-11-20,53.5536
2015-11-23,53.6779
2015-11-24,53.8793
2015-11-25,53.8686
2015-11-27,54.0057
2015-11-30,54.0771
2015-12-01,54.2600
2015-12-02,54.4057
2015-12-03,54.4071
2015-12-04,54.6443
2015-12-07,54.9471
2015-12-08,55.2129
2015-12-09,55.3029
2015-12-10,55.3100
2015-12-11,55.1457
2015-12-14,55.2800
2015-12-15,55.1786
2015-12-16,55.2243
2015-12-17,55.2114
2015-12-18,55.0900
2015-12-21,55.0271
2015-12-22,55.2114
2015-12-23,55.3086
2015-12-24,55.3757
2015-12-28,55.3500
2015-12-29,55.4714
2015-12-30,55.7829
2015-12-31,55.8757
2016-01-04,55.7971
2016-01-05,55.6871
2016-01-06,55.4557
2016-01-07,54.9157
2016-01-08,54.3129
2016-01-11,53.7400
2016-01-12,53.3543
2016-01-13,52.9029
2016-01-14,52.6257
2016-01-15,52.1886
2016-01-19,51.9586
2016-01-20,51.7386
2016-01-21,51.4786
2016-01-22,51.4086
2016-01-25,51.4300
2016-01-26,51.2957
2016-01-27,51.3286
2016-01-28,51.5421
2016-01-29,52.1564
2016-02-01,52.7607
2016-02-02,52.8621
2016-02-03,52.9150
2016-02-04,52.8907
2016-02-05,52.7393
2016-02-08,52.3614
2016-02-09,51.5314
2016-02-10,50.8171
2016-02-11,50.3443
2016-02-12,50.1071
2016-02-16,49.9771
2016-02-17,50.3000
2016-02-18,50.6971
2016-02-19,51.0600
2016-02-22,51.4800
2016-02-23,51.6929
2016-02-24,51.8157
2016-02-25,51.9600
2016-02-26,51.8000
2016-02-29,51.6129
2016-03-01,51.7214
2016-03-02,51.7643
2016-03-03,51.9314
2016-03-04,52.0271
2016-03-07,51.8743
2016-03-08,51.9243
2016-03-09,52.2043
2016-03-10,52.1286
2016-03-11,52.1457
2016-03-14,52.2629
2016-03-15,52.4857
2016-03-16,52.9600
2016-03-17,53.3900
2016-03-18,53.4829
2016-03-21,53.7414
2016-03-22,53.8843
2016-03-23,53.9986
2016-03-24,54.0871
2016-03-28,53.9714
2016-03-29,53.9786
2016-03-30,54.2014
2016-03-31,54.3971
2016-04-01,54.6114
2016-04-04,54.8200
2016-04-05,54.8700
2016-04-06,55.0957
2016-04-07,55.0600
2016-04-08,54.9700
2016-04-11,54.8386
2016-04-12,54.7071
2016-04-13,54.6957
2016-04-14,54.8100
2016-04-15,54.8857
2016-04-18,55.1714
2016-04-19,55.4529
2016-04-20,55.6357
2016-04-21,55.7971
2016-04-22,55.2871
2016-04-25,54.8229
2016-04-26,54.2214
2016-04-27,53.4329
2016-04-28,52.5057
2016-04-29,51.6886
2016-05-02,50.9500
2016-05-03,50.6643
2016-05-04,50.3443
2016-05-05,50.1300
2016-05-06,50.0514
2016-05-09,50.0757
2016-05-10,50.2400
2016-05-11,50.3029
2016-05-12,50.5500
2016-05-13,50.7229
2016-05-16,50.9929
2016-05-17,51.0100
2016-05-18,51.1157
2016-05-19,51.0157
2016-05-20,50.9543
2016-05-23,50.7429
2016-05-24,50.8157
2016-05-25,50.8571
2016-05-26,51.0543
2016-05-27,51.2700
2016-05-31,51.6529
2016-06-01,51.9714
2016-06-02,52.3214
2016-06-03,52.3500
2016-06-06,52.3514
2016-06-07,52.3814
2016-06-08,52.3414
2016-06-09,52.1443
2016-06-10,51.9486
2016-06-13,51.6143
2016-06-14,51.3343
2016-06-15,50.9857
2016-06-16,50.7414
2016-06-17,50.4686
2016-06-20,50.2471
2016-06-21,50.2057
2016-06-22,50.3271
2016-06-23,50.6243
2016-06-24,50.6443
2016-06-27,50.3643
2016-06-28,50.2657
2016-06-29,50.3329
2016-06-30,50.3300
2016-07-01,50.3543
2016-07-05,50.2486
2016-07-06,50.4700
2016-07-07,50.8914
2016-07-08,51.3000
2016-07-11,51.5929
2016-07-12,51.8843
2016-07-13,52.2200
2016-07-14,52.5871
2016-07-15,52.9186
2016-07-18,53.2871
2016-07-19,53.4000
2016-07-20,53.8743
2016-07-21,54.2443
2016-07-22,54.6814
2016-07-25,55.1086
2016-07-26,55.5457
2016-07-27,55.8643
2016-07-28,56.3100
2016-07-29,56.4200
2016-08-01,56.5314
2016-08-02,56.5329
2016-08-03,56.5671
2016-08-04,56.6571
2016-08-05,56.9100
2016-08-08,57.1743
2016-08-09,57.3914
2016-08-10,57.5971
2016-08-11,57.8429
2016-08-12,57.9814
2016-08-15,58.0857
2016-08-16,58.0114
2016-08-17,57.9400
2016-08-18,57.8543
2016-08-19,57.7971
2016-08-22,57.7071
2016-08-23,57.7000
2016-08-24,57.6757
2016-08-25,57.7800
2016-08-26,57.8471
2016-08-29,57.9186
2016-08-30,57.9571
2016-08-31,57.9271
2016-09-01,57.8843
2016-09-02,57.8443
2016-09-06,57.7643
2016-09-07,57.7114
2016-09-08,57.6157
2016-09-09,57.3757
2016-09-12,57.3171
2016-09-13,57.1657
2016-09-14,56.9643
2016-09-15,56.9043
2016-09-16,56.8457
2016-09-19,56.7743
2016-09-20,56.8600
2016-09-21,56.9614
2016-09-22,57.1457
2016-09-23,57.3129
2016-09-26,57.2714
2016-09-27,57.3714
2016-09-28,57.5286
2016-09-29,57.6129
2016-09-30,57.5900
2016-10-03,57.5329
2016-10-04,57.5057
2016-10-05,57.6114
2016-10-06,57.5814
2016-10-07,57.5486
2016-10-10,57.6400
2016-10-11,57.5814
2016-10-12,57.5371
2016-10-13,57.4914
2016-10-14,57.4600
2016-10-17,57.3857
2016-10-18,57.3657
2016-10-19,57.2929
2016-10-20,57.3014
2016-10-21,57.6657
2016-10-24,58.2486
2016-10-25,58.7586
2016-10-26,59.2457
2016-10-27,59.5943
2016-10-28,59.9286
2016-10-31,60.3100
2016-11-01,60.3300
2016-11-02,60.1057
2016-11-03,59.8514
2016-11-04,59.5771
2016-11-07,59.6229
2016-11-08,59.7086
2016-11-09,59.7443
2016-11-10,59.5871
2016-11-11,59.5286
2016-11-14,59.3729
2016-11-15,59.3957
2016-11-16,59.2857
2016-11-17,59.3100
2016-11-18,59.3357
2016-11-21,59.6443
2016-11-22,59.9443
2016-11-23,60.2700
2016-11-25,60.5071
2016-11-28,60.6443
2016-11-29,60.7086
2016-11-30,60.6957
2016-12-01,60.4586
2016-12-02,60.1914
2016-12-05,60.1657
2016-12-06,60.0829
2016-12-07,60.1914
2016-12-08,60.1800
2016-12-09,60.4243
2016-12-12,60.8486
2016-12-13,61.3814
2016-12-14,61.7329
2016-12-15,62.1086
2016-12-16,62.2414
2016-12-19,62.6143
2016-12-20,62.8386
2016-12-21,63.0343
2016-12-22,63.1157
2016-12-23,63.1957
2016-12-27,63.2957
2016-12-28,63.3943
2016-12-29,63.2914
2016-12-30,63.0914
2017-01-03,62.9543
2017-01-04,62.7757
2017-01-05,62.6414
2017-01-06,62.5786
2017-01-09,62.5286
2017-01-10,62.4886
2017-01-11,62.6386
2017-01-12,62.6429
2017-01-13,62.7000
2017-01-17,62.7329
2017-01-18,62.6843
2017-01-19,62.6357
2017-01-20,62.6529
2017-01-23,62.6200
2017-01-24,62.7500
2017-01-25,62.8900
2017-01-26,63.1386
2017-01-27,63.6071
2017-01-30,64.0114
2017-01-31,64.2843
2017-02-01,64.3729
2017-02-02,64.3229
2017-02-03,64.3229
2017-02-06,64.2329
2017-02-07,63.8971
2017-02-08,63.6414
2017-02-09,63.5571
2017-02-10,63.6171
2017-02-13,63.8386
2017-02-14,63.9657
2017-02-15,64.0929
2017-02-16,64.2486
2017-02-17,64.4314
2017-02-21,64.4929
2017-02-22,64.5443
2017-02-23,64.5300
2017-02-24,64.5371
2017-02-27,64.4943
2017-02-28,64.4171
2017-03-01,64.4629
2017-03-02,64.3943
2017-03-03,64.3786
2017-03-06,64.3286
2017-03-07,64.2971
2017-03-08,64.4057
2017-03-09,64.5129
2017-03-10,64.5114
2017-03-13,64.6114
2017-03-14,64.6343
2017-03-15,64.7029
2017-03-16,64.7371
2017-03-17,64.7200
2017-03-20,64.7486
2017-03-21,64.6457
2017-03-22,64.6914
2017-03-23,64.7571
2017-03-24,64.7900
2017-03-27,64.8557
2017-03-28,64.9157
2017-03-29,64.9929
2017-03-30,65.2071
2017-03-31,65.3257
2017-04-03,65.4229
2017-04-04,65.5300
2017-04-05,65.5957
2017-04-06,65.6586
2017-04-07,65.6886
2017-04-10,65.6629
2017-04-11,65.6086
2017-04-12,65.5629
2017-04-13,65.4514
2017-04-17,65.4400
2017-04-18,65.3914
2017-04-19,65.3000
2017-04-20,65.2957
2017-04-21,65.4271
2017-04-24,65.7557
2017-04-25,66.1800
2017-04-26,66.5157
2017-04-27,66.9271
2017-04-28,67.4157
2017-05-01,67.9743
2017-05-02,68.3886
2017-05-03,68.6100
2017-05-04,68.7371
2017-05-05,68.9043
2017-05-08,69.0000
2017-05-09,69.0829
2017-05-10,69.0686
2017-05-11,68.9486
2017-05-12,68.8486
2017-05-15,68.7943
2017-05-16,68.8529
2017-05-17,68.6443
2017-05-18,68.4543
2017-05-19,68.2229
2017-05-22,68.2214
2017-05-23,68.2643
2017-05-24,68.3129
2017-05-25,68.3429
2017-05-26,68.6971
2017-05-30,69.0829
2017-05-31,69.3900
2017-06-01,69.6257
2017-06-02,70.0657
2017-06-05,70.5671
2017-06-06,70.9814
2017-06-07,71.3286
2017-06-08,71.5486
2017-06-09,71.6171
2017-06-12,71.5714
2017-06-13,71.4129
2017-06-14,71.1257
2017-06-15,70.7514
2017-06-16,70.4100
2017-06-19,70.2557
2017-06-20,70.1971
2017-06-21,70.2671
2017-06-22,70.2114
2017-06-23,70.3457
2017-06-26,70.4357
2017-06-27,70.3229
2017-06-28,70.1700
2017-06-29,69.9671
2017-06-30,69.7757
2017-07-03,69.4771
2017-07-05,69.1729
2017-07-06,68.8929
2017-07-07,68.9286
2017-07-10,68.9543
2017-07-11,69.1686
2017-07-12,69.4857
2017-07-13,70.0000
2017-07-14,70.5286
2017-07-17,71.2114
2017-07-18,71.7600
2017-07-19,72.3143
2017-07-20,72.9186
2017-07-21,73.2957
2017-07-24,73.5571
2017-07-25,73.7586
2017-07-26,73.8586
2017-07-27,73.8386
2017-07-28,73.7214
2017-07-31,73.5043
2017-08-01,73.3314
2017-08-02,73.1400
2017-08-03,72.8486
2017-08-04,72.6529
2017-08-07,72.5443
2017-08-08,72.5086
2017-08-09,72.4757
2017-08-10,72.3086
2017-08-11,72.3429
2017-08-14,72.5486
2017-08-15,72.6257
2017-08-16,72.8043
2017-08-17,72.7486
2017-08-18,72.7514
2017-08-21,72.8571
2017-08-22,72.9514
2017-08-23,72.8271
2017-08-24,72.7514
2017-08-25,72.6329
2017-08-28,72.6943
2017-08-29,72.7743
2017-08-30,73.0400
2017-08-31,73.2700
2017-09-01,73.4443
2017-09-05,73.5757
2017-09-06,73.6586
2017-09-07,73.8743
2017-09-08,74.0071
2017-09-11,74.1143
2017-09-12,74.1014
2017-09-13,74.2829
2017-09-14,74.4486
2017-09-15,74.7214
2017-09-18,74.8386
2017-09-19,75.0471
2017-09-20,75.0729
2017-09-21,75.0057
2017-09-22,74.8914
2017-09-25,74.6757
2017-09-26,74.3829
2017-09-27,74.1957
2017-09-28,73.9714
2017-09-29,73.9071
2017-10-02,73.9643
2017-10-03,73.9429
2017-10-04,74.1471
2017-10-05,74.5343
2017-10-06,74.8414
2017-10-09,75.1871
2017-10-10,75.4443
2017-10-11,75.7029
2017-10-12,76.1114
2017-10-13,76.5114
2017-10-16,76.7514
2017-10-17,76.9786
2017-10-18,77.1671
2017-10-19,77.3986
2017-10-20,77.7400
2017-10-23,77.9843
2017-10-24,78.1800
2017-10-25,78.3200
2017-10-26,78.4871
2017-10-27,79.3729
2017-10-30,80.2271
2017-10-31,80.8514
2017-11-01,81.4729
2017-11-02,82.2143
2017-11-03,83.0014
2017-11-06,83.8171
2017-11-07,83.8829
2017-11-08,83.9786
2017-11-09,84.1086
2017-11-10,84.2071
2017-11-13,84.1900
2017-11-14,84.1771
2017-11-15,83.9643
2017-11-16,83.8114
2017-11-17,83.5029
2017-11-20,83.2800
2017-11-21,83.2586
2017-11-22,83.1414
2017-11-24,83.0286
2017-11-27,83.1557
2017-11-28,83.3957
2017-11-29,83.5300
2017-11-30,83.7643
2017-12-01,83.8414
2017-12-04,83.5514
2017-12-05,83.3129
2017-12-06,83.1571
2017-12-07,82.8157
2017-12-08,82.9329
2017-12-11,83.0843
2017-12-12,83.2729
2017-12-13,83.8829
2017-12-14,84.3257
2017-12-15,84.9071
2017-12-18,85.4629
2017-12-19,85.7014
2017-12-20,85.7429
2017-12-21,85.7314
2017-12-22,85.7543
2017-12-26,85.8557
2017-12-27,85.6929
2017-12-28,85.5986
2017-12-29,85.5571
2018-01-02,85.6186
2018-01-03,85.7400
2018-01-04,85.9686
2018-01-05,86.3671
2018-01-08,86.7343
2018-01-09,87.0914
2018-01-10,87.4171
2018-01-11,87.7214
2018-01-12,88.1857
2018-01-16,88.3629
2018-01-17,88.6414
2018-01-18,88.9014
2018-01-19,89.1557
2018-01-22,89.6971
2018-01-23,90.2429
2018-01-24,90.5600
2018-01-25,91.1286
2018-01-26,91.6886
2018-01-29,92.2343
2018-01-30,92.6257
2018-01-31,93.1114
2018-02-01,93.4486
2018-02-02,93.4429
2018-02-05,92.8243
2018-02-06,92.4343
2018-02-07,91.8186
2018-02-08,90.7143
2018-02-09,89.7386
2018-02-12,89.0057
2018-02-13,88.7271
2018-02-14,89.1286
2018-02-15,89.3186
2018-02-16,89.6600
2018-02-20,90.7614
2018-02-21,91.2343
2018-02-22,91.6057
2018-02-23,92.2100
2018-02-26,92.8686
2018-02-27,93.0886
2018-02-28,93.3414
2018-03-01,93.3600
2018-03-02,93.5829
2018-03-05,93.8557
2018-03-06,93.7500
2018-03-07,93.5271
2018-03-08,93.5600
2018-03-09,93.9557
2018-03-12,94.5157
2018-03-13,94.7100
2018-03-14,94.7400
2018-03-15,94.8629
2018-03-16,94.9686
2018-03-19,94.7486
2018-03-20,94.2614
2018-03-21,93.6486
2018-03-22,92.9886
2018-03-23,92.0357
2018-03-26,91.9786
2018-03-27,91.2457
2018-03-28,90.7457
2018-03-29,90.4800
2018-04-02,89.9143
2018-04-03,89.9029
2018-04-04,90.6386
2018-04-05,90.4386
2018-04-06,90.5471
2018-04-09,90.7443
2018-04-10,90.9743
2018-04-11,91.4514
2018-04-12,92.0043
2018-04-13,92.1114
2018-04-16,92.3671
2018-04-17,93.2014
2018-04-18,94.0114
2018-04-19,94.4729
2018-04-20,94.9214
2018-04-23,95.1743
2018-04-24,95.1800
2018-04-25,94.9143
2018-04-26,94.6557
2018-04-27,94.5671
2018-04-30,94.1971
2018-05-01,94.1971
2018-05-02,93.9343
2018-05-03,94.0700
2018-05-04,94.4771
2018-05-07,94.7571
2018-05-08,94.7557
2018-05-09,95.2443
2018-05-10,95.6600
2018-05-11,96.2586
2018-05-14,96.8243
2018-05-15,97.1329
2018-05-16,97.2657
2018-05-17,97.3186
2018-05-18,97.2357
2018-05-21,97.1914
2018-05-22,97.1629
2018-05-23,97.2529
2018-05-24,97.3943
2018-05-25,97.5671
2018-05-29,97.8286
2018-05-30,98.1986
2018-05-31,98.3757
2018-06-01,98.8457
2018-06-04,99.2757
2018-06-05,99.8300
2018-06-06,100.4200
2018-06-07,100.8300
2018-06-08,101.2129
2018-06-11,101.5286
2018-06-12,101.6029
2018-06-13,101.4857
2018-06-14,101.3757
2018-06-15,101.0386
2018-06-18,101.0357
2018-06-19,100.9257
2018-06-20,101.0429
2018-06-21,101.0186
2018-06-22,100.9557
2018-06-25,100.5229
2018-06-26,100.3729
2018-06-27,99.8986
2018-06-28,99.5800
2018-06-29,99.1143
2018-07-02,98.9529
2018-07-03,98.7586
2018-07-05,98.9543
2018-07-06,99.2514
2018-07-09,99.8671
2018-07-10,100.3657
2018-07-11,100.8471
2018-07-12,101.4443
2018-07-13,102.3557
2018-07-16,103.0914
2018-07-17,103.7757
2018-07-18,104.2429
2018-07-19,104.5686
2018-07-20,105.1814
2018-07-23,105.7214
2018-07-24,106.0400
2018-07-25,106.8857
2018-07-26,107.4100
2018-07-27,107.7757
2018-07-30,107.9143
2018-07-31,107.8871
2018-08-01,107.6457
2018-08-02,107.6329
2018-08-03,107.2343
2018-08-06,107.0214
2018-08-07,107.1929
2018-08-08,107.7814
2018-08-09,108.2943
2018-08-10,108.6829
2018-08-13,108.7743
2018-08-14,108.9914
2018-08-15,108.9243
2018-08-16,108.7471
2018-08-17,108.4743
2018-08-20,108.0743
2018-08-21,107.6429
2018-08-22,107.4786
2018-08-23,107.1929
2018-08-24,107.2986
2018-08-27,107.5786
2018-08-28,107.9614
2018-08-29,108.6971
2018-08-30,109.5500
2018-08-31,110.3029
2018-09-04,110.8957
2018-09-05,110.9086
2018-09-06,110.7857
2018-09-07,110.4929
2018-09-10,110.1157
2018-09-11,110.0143
2018-09-12,109.9257
2018-09-13,110.0971
2018-09-14,110.7943
2018-09-17,111.2800
2018-09-18,111.9943
2018-09-19,112.3257
2018-09-20,112.6586
2018-09-21,113.0229
2018-09-24,113.2743
2018-09-25,113.4286
2018-09-26,113.6914
2018-09-27,113.8629
2018-09-28,114.2443
2018-10-01,114.5357
2018-10-02,114.6629
2018-10-03,114.7343
2018-10-04,114.4971
2018-10-05,114.2329
2018-10-08,113.7243
2018-10-09,113.4229
2018-10-10,112.0729
2018-10-11,110.7529
2018-10-12,109.9529
2018-10-15,109.2114
2018-10-16,109.0500
2018-10-17,109.0300
2018-10-18,108.4929
2018-10-19,108.8500
2018-10-22,109.3814
2018-10-23,109.1714
2018-10-24,108.4171
2018-10-25,108.0314
2018-10-26,107.4957
2018-10-29,106.8314
2018-10-30,106.1271
2018-10-31,105.7243
2018-11-01,105.4129
2018-11-02,105.9614
2018-11-05,105.8486
2018-11-06,105.9571
2018-11-07,107.1157
2018-11-08,108.2614
2018-11-09,108.6557
2018-11-12,108.7914
2018-11-13,108.9029
2018-11-14,108.5400
2018-11-15,108.4771
2018-11-16,107.9529
2018-11-19,106.9343
2018-11-20,105.8114
2018-11-21,105.2743
2018-11-23,104.7214
2018-11-26,104.9357
2018-11-27,104.9157
2018-11-28,105.3200
2018-11-29,106.1157
2018-11-30,107.4271
2018-12-03,108.7100
2018-12-04,109.4886
2018-12-06,109.8771
2018-12-07,109.5457
2018-12-10,109.0414
2018-12-11,108.8129
2018-12-12,108.5543
2018-12-13,108.1771
2018-12-14,107.8214
2018-12-17,106.9214
2018-12-18,106.8000
2018-12-19,106.2429
2018-12-20,105.2314
2018-12-21,103.6814
2018-12-24,101.4929
2018-12-26,100.7114
2018-12-27,100.4671
2018-12-28,99.9557
