,SMA
2010-06-11,25.5000
2010-06-14,25.3050
2010-06-15,25.4182
2010-06-16,25.5654
2010-06-17,25.7454
2010-06-18,25.9811
2010-06-21,26.1168
2010-06-22,26.1325
2010-06-23,26.1058
2010-06-24,25.8797
2010-06-25,25.6244
2010-06-28,25.3301
2010-06-29,24.8829
2010-06-30,24.4629
2010-07-01,24.0901
2010-07-02,23.7989
2010-07-06,23.6304
2010-07-07,23.5971
2010-07-08,23.6114
2010-07-09,23.7485
2010-07-12,24.0085
2010-07-13,24.2899
2010-07-14,24.5999
2010-07-15,24.8414
2010-07-16,24.9256
2010-07-19,25.0429
2010-07-20,25.2157
2010-07-21,25.2571
2010-07-22,25.3586
2010-07-23,25.4114
2010-07-26,25.4957
2010-07-27,25.6771
2010-07-28,25.7800
2010-07-29,25.8586
2010-07-30,25.9571
2010-08-02,26.0271
2010-08-03,26.0771
2010-08-04,26.0243
2010-08-05,25.9114
2010-08-06,25.8543
2010-08-09,25.7943
2010-08-10,25.6886
2010-08-11,25.4786
2010-08-12,25.2400
2010-08-13,25.0500
2010-08-16,24.9257
2010-08-17,24.8057
2010-08-18,24.6929
2010-08-19,24.6029
2010-08-20,24.5129
2010-08-23,24.4829
2010-08-24,24.4314
2010-08-25,24.3743
2010-08-26,24.2471
2010-08-27,24.1200
2010-08-30,24.0057
2010-08-31,23.8964
2010-09-01,23.8421
2010-09-02,23.8279
2010-09-03,23.8550
2010-09-07,23.8750
2010-09-08,23.8750
2010-09-09,23.9279
2010-09-10,23.9829
2010-09-13,24.1557
2010-09-14,24.3114
2010-09-15,24.4293
2010-09-16,24.6250
2010-09-17,24.8093
2010-09-20,25.0121
2010-09-21,25.1979
2010-09-22,25.1264
2010-09-23,25.0407
2010-09-24,24.9921
2010-09-27,24.9068
2010-09-28,24.8293
2010-09-29,24.6964
2010-09-30,24.6021
2010-10-01,24.5693
2010-10-04,24.4950
2010-10-05,24.4343
2010-10-06,24.3911
2010-10-07,24.3700
2010-10-08,24.3800
2010-10-11,24.3943
2010-10-12,24.4586
2010-10-13,24.6629
2010-10-14,24.7886
2010-10-15,24.9471
2010-10-18,25.1314
2010-10-19,25.2071
2010-10-20,25.3100
2010-10-21,25.3943
2010-10-22,25.3996
2010-10-25,25.3939
2010-10-26,25.4454
2010-10-27,25.4782
2010-10-28,25.6468
2010-10-29,25.8404
2010-11-01,26.0589
2010-11-02,26.3464
2010-11-03,26.6093
2010-11-04,26.7864
2010-11-05,26.9007
2010-11-08,26.9764
2010-11-09,27.0171
2010-11-10,27.0157
2010-11-11,26.9143
2010-11-12,26.8057
2010-11-15,26.6714
2010-11-16,26.5229
2010-11-17,26.3457
2010-11-18,26.1868
2010-11-19,26.0082
2010-11-22,25.8725
2010-11-23,25.7082
2010-11-24,25.5896
2010-11-26,25.5096
2010-11-29,25.4725
2010-11-30,25.3896
2010-12-01,25.4396
2010-12-02,25.6054
2010-12-03,25.8768
2010-12-06,26.0868
2010-12-07,26.3182
2010-12-08,26.5925
2010-12-09,26.8529
2010-12-10,27.0386
2010-12-13,27.0893
2010-12-14,27.1750
2010-12-15,27.3193
2010-12-16,27.4789
2010-12-17,27.5750
2010-12-20,27.6793
2010-12-21,27.7836
2010-12-22,27.9182
2010-12-23,28.0154
2010-12-27,28.0468
2010-12-28,28.0500
2010-12-29,28.0596
2010-12-30,28.0654
2010-12-31,28.0425
2011-01-03,28.0129
2011-01-04,27.9825
2011-01-05,27.9725
2011-01-06,28.0882
2011-01-07,28.1782
2011-01-10,28.2311
2011-01-11,28.2596
2011-01-12,28.3411
2011-01-13,28.3557
2011-01-14,28.3986
2011-01-18,28.3757
2011-01-19,28.3571
2011-01-20,28.3761
2011-01-21,28.3632
2011-01-24,28.3389
2011-01-25,28.3761
2011-01-26,28.4446
2011-01-27,28.4746
2011-01-28,28.3719
2011-01-31,28.2823
2011-02-01,28.2784
2011-02-02,28.2155
2011-02-03,28.1012
2011-02-04,27.9569
2011-02-07,27.8609
2011-02-08,27.9368
2011-02-09,27.9718
2011-02-10,27.9014
2011-02-11,27.8029
2011-02-14,27.7429
2011-02-15,27.6271
2011-02-16,27.4589
2011-02-17,27.3057
2011-02-18,27.1757
2011-02-22,27.0457
2011-02-23,26.9514
2011-02-24,26.8857
2011-02-25,26.8271
2011-02-28,26.7643
2011-03-01,26.6143
2011-03-02,26.4739
2011-03-03,26.4182
2011-03-04,26.3271
2011-03-07,26.1771
2011-03-08,26.0857
2011-03-09,25.9871
2011-03-10,25.8800
2011-03-11,25.8232
2011-03-14,25.7504
2011-03-15,25.6700
2011-03-16,25.5371
2011-03-17,25.3757
2011-03-18,25.2200
2011-03-21,25.2086
2011-03-22,25.1536
2011-03-23,25.1321
2011-03-24,25.1921
2011-03-25,25.3107
2011-03-28,25.4007
2011-03-29,25.4993
2011-03-30,25.5393
2011-03-31,25.5529
2011-04-01,25.5443
2011-04-04,25.5071
2011-04-05,25.5300
2011-04-06,25.6357
2011-04-07,25.7371
2011-04-08,25.8029
2011-04-11,25.8871
2011-04-12,25.9100
2011-04-13,25.9214
2011-04-14,25.8700
2011-04-15,25.7586
2011-04-18,25.5986
2011-04-19,25.4671
2011-04-20,25.4357
2011-04-21,25.4186
2011-04-25,25.4157
2011-04-26,25.5257
2011-04-27,25.6700
2011-04-28,25.9029
2011-04-29,26.0129
2011-05-02,25.9986
2011-05-03,26.0400
2011-05-04,26.1043
2011-05-05,26.0471
2011-05-06,25.9743
2011-05-09,25.8486
2011-05-10,25.8129
2011-05-11,25.7700
2011-05-12,25.7000
2011-05-13,25.5529
2011-05-16,25.3786
2011-05-17,25.1857
2011-05-18,25.0229
2011-05-19,24.8864
2011-05-20,24.7621
2011-05-23,24.5979
2011-05-24,24.4721
2011-05-25,24.4179
2011-05-26,24.4393
2011-05-27,24.4493
2011-05-31,24.4914
2011-06-01,24.4829
2011-06-02,24.4900
2011-06-03,24.4550
2011-06-06,24.4293
2011-06-07,24.3421
2011-06-08,24.2250
2011-06-09,24.0750
2011-06-10,23.9714
2011-06-13,23.9457
2011-06-14,23.9907
2011-06-15,23.9521
2011-06-16,23.9429
2011-06-17,23.9886
2011-06-20,24.0614
2011-06-21,24.2121
2011-06-22,24.2993
2011-06-23,24.3579
2011-06-24,24.4379
2011-06-27,24.6100
2011-06-28,24.8300
2011-06-29,24.9943
2011-06-30,25.1714
2011-07-01,25.3671
2011-07-05,25.5671
2011-07-06,25.8571
2011-07-07,26.0814
2011-07-08,26.2414
2011-07-11,26.3857
2011-07-12,26.4629
2011-07-13,26.5500
2011-07-14,26.6129
2011-07-15,26.6771
2011-07-18,26.6514
2011-07-19,26.7400
2011-07-20,26.8014
2011-07-21,26.8807
2011-07-22,27.0093
2011-07-25,27.2150
2011-07-26,27.4007
2011-07-27,27.5064
2011-07-28,27.5321
2011-07-29,27.5807
2011-08-01,27.6057
2011-08-02,27.5014
2011-08-03,27.3600
2011-08-04,27.0543
2011-08-05,26.8186
2011-08-08,26.3557
2011-08-09,26.0957
2011-08-10,25.6571
2011-08-11,25.4271
2011-08-12,25.1671
2011-08-15,25.1057
2011-08-16,25.0586
2011-08-17,25.1679
2011-08-18,25.0379
2011-08-19,25.0164
2011-08-22,24.8436
2011-08-23,24.7893
2011-08-24,24.7021
2011-08-25,24.5907
2011-08-26,24.5914
2011-08-29,24.7586
2011-08-30,25.0700
2011-08-31,25.4443
2011-09-01,25.6571
2011-09-02,25.7857
2011-09-06,25.9200
2011-09-07,26.0271
2011-09-08,26.0814
2011-09-09,26.0114
2011-09-12,25.9100
2011-09-13,25.8857
2011-09-14,25.9857
2011-09-15,26.1971
2011-09-16,26.3571
2011-09-19,26.4986
2011-09-20,26.6757
2011-09-21,26.6900
2011-09-22,26.5500
2011-09-23,26.3443
2011-09-26,26.1229
2011-09-27,25.9157
2011-09-28,25.6821
2011-09-29,25.4636
2011-09-30,25.3064
2011-10-03,25.2307
2011-10-04,25.2707
2011-10-05,25.3350
2011-10-06,25.4307
2011-10-07,25.5271
2011-10-10,25.7400
2011-10-11,26.0414
2011-10-12,26.3886
2011-10-13,26.6514
2011-10-14,26.8486
2011-10-17,26.9400
2011-10-18,27.0914
2011-10-19,27.1186
2011-10-20,27.1243
2011-10-21,27.1529
2011-10-24,27.1543
2011-10-25,27.0886
2011-10-26,27.0329
2011-10-27,27.0243
2011-10-28,27.0029
2011-10-31,26.9443
2011-11-01,26.7771
2011-11-02,26.6086
2011-11-03,26.5686
2011-11-04,26.5200
2011-11-07,26.4557
2011-11-08,26.4814
2011-11-09,26.4200
2011-11-10,26.4614
2011-11-11,26.5900
2011-11-14,26.6229
2011-11-15,26.6929
2011-11-16,26.5886
2011-11-17,26.3571
2011-11-18,26.2286
2011-11-21,26.0457
2011-11-22,25.7429
2011-11-23,25.4157
2011-11-25,25.0671
2011-11-28,24.8957
2011-11-29,24.7957
2011-11-30,24.8357
2011-12-01,24.8757
2011-12-02,24.9371
2011-12-05,25.1129
2011-12-06,25.3071
2011-12-07,25.4114
2011-12-08,25.4914
2011-12-09,25.5086
2011-12-12,25.5414
2011-12-13,25.6186
2011-12-14,25.6029
2011-12-15,25.5886
2011-12-16,25.6457
2011-12-19,25.6643
2011-12-20,25.7107
2011-12-21,25.7464
2011-12-22,25.7536
2011-12-23,25.8164
2011-12-27,25.8850
2011-12-28,25.8593
2011-12-29,25.9293
2011-12-30,25.9200
2012-01-03,26.0636
2012-01-04,26.2907
2012-01-05,26.5264
2012-01-06,26.8214
2012-01-09,27.0957
2012-01-10,27.3557
2012-01-11,27.6071
2012-01-12,27.7836
2012-01-13,27.9050
2012-01-17,27.9871
2012-01-18,28.0050
2012-01-19,28.0593
2012-01-20,28.3264
2012-01-23,28.6136
2012-01-24,28.8050
2012-01-25,28.9921
2012-01-26,29.1700
2012-01-27,29.3129
2012-01-30,29.5257
2012-01-31,29.5000
2012-02-01,29.5229
2012-02-02,29.6100
2012-02-03,29.7071
2012-02-06,29.8071
2012-02-07,29.9671
2012-02-08,30.1171
2012-02-09,30.2943
2012-02-10,30.3807
2012-02-13,30.4707
2012-02-14,30.4721
2012-02-15,30.4507
2012-02-16,30.5843
2012-02-17,30.6686
2012-02-21,30.7643
2012-02-22,30.8750
2012-02-23,30.9879
2012-02-24,31.1636
2012-02-27,31.3493
2012-02-28,31.4329
2012-02-29,31.5029
2012-03-01,31.6243
2012-03-02,31.7393
2012-03-05,31.8007
2012-03-06,31.8114
2012-03-07,31.8814
2012-03-08,31.9014
2012-03-09,31.9371
2012-03-12,31.9014
2012-03-13,31.9864
2012-03-14,32.1250
2012-03-15,32.3100
2012-03-16,32.4186
2012-03-19,32.4457
2012-03-20,32.4457
2012-03-21,32.4271
2012-03-22,32.3307
2012-03-23,32.2221
2012-03-26,32.1850
2012-03-27,32.1736
2012-03-28,32.1721
2012-03-29,32.1907
2012-03-30,32.2400
2012-04-02,32.2821
2012-04-03,32.2721
2012-04-04,32.0750
2012-04-05,31.9321
2012-04-09,31.7764
2012-04-10,31.5407
2012-04-11,31.2679
2012-04-12,31.0800
2012-04-13,30.9186
2012-04-16,30.8993
2012-04-17,30.8879
2012-04-18,30.8936
2012-04-19,30.9707
2012-04-20,31.2671
2012-04-23,31.4307
2012-04-24,31.5893
2012-04-25,31.7500
2012-04-26,31.8457
2012-04-27,31.9657
2012-04-30,32.1093
2012-05-01,32.0507
2012-05-02,32.0050
2012-05-03,31.9821
2012-05-04,31.8079
2012-05-07,31.5993
2012-05-08,31.3879
2012-05-09,31.2086
2012-05-10,31.0271
2012-05-11,30.9357
2012-05-14,30.7814
2012-05-15,30.6714
2012-05-16,30.5643
2012-05-17,30.4529
2012-05-18,30.2400
2012-05-21,30.0986
2012-05-22,29.8986
2012-05-23,29.6743
2012-05-24,29.5114
2012-05-25,29.3914
2012-05-29,29.3686
2012-05-30,29.3786
2012-05-31,29.2986
2012-06-01,29.1114
2012-06-04,29.0314
2012-06-05,28.9507
2012-06-06,28.9921
2012-06-07,28.9450
2012-06-08,28.9893
2012-06-11,28.9471
2012-06-12,29.0671
2012-06-13,29.1500
2012-06-14,29.2693
2012-06-15,29.3650
2012-06-18,29.4521
2012-06-19,29.6021
2012-06-20,29.8929
2012-06-21,30.0136
2012-06-22,30.2379
2012-06-25,30.3129
2012-06-26,30.3129
2012-06-27,30.3600
2012-06-28,30.2471
2012-06-29,30.1986
2012-07-02,30.2593
2012-07-03,30.2679
2012-07-05,30.3871
2012-07-06,30.4107
2012-07-09,30.3864
2012-07-10,30.3621
2012-07-11,30.1779
2012-07-12,29.9021
2012-07-13,29.7064
2012-07-16,29.5264
2012-07-17,29.4514
2012-07-18,29.5157
2012-07-19,29.6479
2012-07-20,29.7643
2012-07-23,29.8571
2012-07-24,29.8229
2012-07-25,29.7357
2012-07-26,29.6643
2012-07-27,29.5650
2012-07-30,29.4186
2012-07-31,29.3264
2012-08-01,29.3450
2012-08-02,29.3507
2012-08-03,29.4821
2012-08-06,29.5950
2012-08-07,29.6671
2012-08-08,29.7657
2012-08-09,29.9129
2012-08-10,30.0571
2012-08-13,30.2286
2012-08-14,30.2829
2012-08-15,30.3186
2012-08-16,30.3929
2012-08-17,30.4743
2012-08-20,30.5086
2012-08-21,30.5629
2012-08-22,30.5843
2012-08-23,30.6021
2012-08-24,30.6536
2012-08-27,30.6407
2012-08-28,30.6021
2012-08-29,30.5893
2012-08-30,30.5207
2012-08-31,30.5607
2012-09-04,30.5793
2012-09-05,30.5550
2012-09-06,30.6486
2012-09-07,30.6943
2012-09-10,30.7043
2012-09-11,30.7714
2012-09-12,30.7657
2012-09-13,30.8443
2012-09-14,30.9614
2012-09-17,30.9421
2012-09-18,30.9743
2012-09-19,31.0217
2012-09-20,31.1160
2012-09-21,31.1746
2012-09-24,31.1524
2012-09-25,31.0353
2012-09-26,30.8860
2012-09-27,30.7410
2012-09-28,30.5564
2012-10-01,30.2764
2012-10-02,30.0579
2012-10-03,29.9264
2012-10-04,29.8750
2012-10-05,29.8300
2012-10-08,29.7757
2012-10-09,29.7071
2012-10-10,29.6343
2012-10-11,29.5329
2012-10-12,29.4386
2012-10-15,29.3643
2012-10-16,29.3129
2012-10-17,29.2857
2012-10-18,29.3164
2012-10-19,29.2679
2012-10-22,29.1321
2012-10-23,28.9674
2012-10-24,28.7377
2012-10-25,28.5077
2012-10-26,28.3106
2012-10-31,28.1741
2012-11-01,28.2991
2012-11-02,28.5134
2012-11-05,28.7395
2012-11-06,29.0193
2012-11-07,29.1907
2012-11-08,29.2764
2012-11-09,29.3178
2012-11-12,29.1328
2012-11-13,28.7885
2012-11-14,28.3899
2012-11-15,27.9329
2012-11-16,27.5673
2012-11-19,27.2698
2012-11-20,26.9670
2012-11-21,26.7855
2012-11-23,26.8728
2012-11-26,26.9506
2012-11-27,27.0105
2012-11-28,27.1304
2012-11-29,27.1621
2012-11-30,27.1486
2012-12-03,27.0742
2012-12-04,26.8842
2012-12-05,26.7821
2012-12-06,26.7313
2012-12-07,26.6021
2012-12-10,26.6006
2012-12-11,26.7013
2012-12-12,26.8171
2012-12-13,26.9229
2012-12-14,26.9429
2012-12-17,26.9957
2012-12-18,27.1536
2012-12-19,27.2064
2012-12-20,27.2579
2012-12-21,27.2879
2012-12-24,27.2807
2012-12-26,27.2879
2012-12-27,27.2686
2012-12-28,27.1243
2012-12-31,27.0385
2013-01-02,27.0300
2013-01-03,27.0014
2013-01-04,26.9557
2013-01-07,26.9314
2013-01-08,26.8728
2013-01-09,26.8942
2013-01-10,26.8586
2013-01-11,26.7457
2013-01-14,26.6943
2013-01-15,26.7614
2013-01-16,26.8114
2013-01-17,26.9114
2013-01-18,26.9900
2013-01-22,27.0886
2013-01-23,27.2000
2013-01-24,27.3057
2013-01-25,27.4014
2013-01-28,27.5259
2013-01-29,27.6344
2013-01-30,27.7201
2013-01-31,27.7630
2013-02-01,27.8087
2013-02-04,27.7816
2013-02-05,27.7266
2013-02-06,27.6450
2013-02-07,27.5411
2013-02-08,27.4983
2013-02-11,27.5569
2013-02-12,27.5497
2013-02-13,27.6340
2013-02-14,27.7119
2013-02-15,27.8076
2013-02-19,27.9164
2013-02-20,27.9621
2013-02-21,27.9093
2013-02-22,27.8921
2013-02-25,27.7979
2013-02-26,27.7021
2013-02-27,27.6736
2013-02-28,27.6386
2013-03-01,27.6500
2013-03-04,27.7443
2013-03-05,27.8286
2013-03-06,27.9314
2013-03-07,28.0414
2013-03-08,28.0686
2013-03-11,28.0786
2013-03-12,28.0729
2013-03-13,28.0393
2013-03-14,28.0086
2013-03-15,28.0007
2013-03-18,27.9950
2013-03-19,28.0207
2013-03-20,28.0843
2013-03-21,28.1129
2013-03-22,28.1607
2013-03-25,28.1643
2013-03-26,28.1814
2013-03-27,28.2200
2013-03-28,28.2807
2013-04-01,28.3229
2013-04-02,28.4214
2013-04-03,28.4657
2013-04-04,28.5279
2013-04-05,28.6057
2013-04-08,28.6371
2013-04-09,28.7807
2013-04-10,29.0193
2013-04-11,29.0386
2013-04-12,29.0714
2013-04-15,29.0850
2013-04-16,29.1236
2013-04-17,29.1571
2013-04-18,29.0400
2013-04-19,28.9664
2013-04-22,29.2329
2013-04-23,29.4914
2013-04-24,29.9300
2013-04-25,30.3543
2013-04-26,30.7779
2013-04-29,31.3236
2013-04-30,31.8000
2013-05-01,32.0743
2013-05-02,32.4400
2013-05-03,32.6871
2013-05-06,32.9457
2013-05-07,33.1629
2013-05-08,33.2171
2013-05-09,33.1543
2013-05-10,33.1500
2013-05-13,33.1314
2013-05-14,33.1371
2013-05-15,33.1507
2013-05-16,33.2607
2013-05-17,33.5293
2013-05-20,33.8750
2013-05-21,34.1836
2013-05-22,34.4093
2013-05-23,34.4979
2013-05-24,34.5584
2013-05-28,34.6927
2013-05-29,34.6941
2013-05-30,34.6870
2013-05-31,34.6941
2013-06-03,34.8341
2013-06-04,34.9541
2013-06-05,35.0271
2013-06-06,35.0186
2013-06-07,35.1314
2013-06-10,35.1943
2013-06-11,35.1857
2013-06-12,35.1014
2013-06-13,35.0621
2013-06-14,35.0079
2013-06-17,35.0136
2013-06-18,34.9150
2013-06-19,34.7893
2013-06-20,34.5964
2013-06-21,34.3486
2013-06-24,34.2057
2013-06-25,34.1014
2013-06-26,34.0086
2013-06-27,33.9571
2013-06-28,33.9507
2013-07-01,34.0750
2013-07-02,34.1714
2013-07-03,34.2136
2013-07-05,34.2907
2013-07-08,34.2871
2013-07-09,34.2486
2013-07-10,34.2707
2013-07-11,34.4600
2013-07-12,34.7071
2013-07-15,35.0157
2013-07-16,35.3100
2013-07-17,35.5121
2013-07-18,35.6679
2013-07-19,35.1964
2013-07-22,34.6714
2013-07-23,34.1214
2013-07-24,33.5200
2013-07-25,32.8229
2013-07-26,32.2343
2013-07-29,31.6771
2013-07-30,31.7414
2013-07-31,31.7171
2013-08-01,31.6957
2013-08-02,31.6857
2013-08-05,31.7300
2013-08-06,31.7243
2013-08-07,31.7990
2013-08-08,31.9476
2013-08-09,32.0704
2013-08-12,32.2419
2013-08-13,32.2904
2013-08-14,32.3833
2013-08-15,32.4133
2013-08-16,32.3757
2013-08-19,32.1619
2013-08-20,32.0076
2013-08-21,31.8276
2013-08-22,31.8504
2013-08-23,32.1933
2013-08-26,32.5304
2013-08-27,32.7390
2013-08-28,32.9714
2013-08-29,33.2471
2013-08-30,33.5029
2013-09-03,33.4300
2013-09-04,32.9221
2013-09-05,32.5057
2013-09-06,32.2046
2013-09-09,32.0096
2013-09-10,31.8439
2013-09-11,31.7496
2013-09-12,31.8653
2013-09-13,32.1274
2013-09-16,32.3511
2013-09-17,32.6051
2013-09-18,32.8430
2013-09-19,33.0216
2013-09-20,33.0289
2013-09-23,33.0360
2013-09-24,32.9539
2013-09-25,32.9116
2013-09-26,32.8887
2013-09-27,32.8816
2013-09-30,32.8301
2013-10-01,32.9429
2013-10-02,33.1114
2013-10-03,33.3121
2013-10-04,33.5086
2013-10-07,33.5843
2013-10-08,33.5471
2013-10-09,33.5171
2013-10-10,33.5429
2013-10-11,33.5729
2013-10-14,33.6571
2013-10-15,33.7443
2013-10-16,33.9357
2013-10-17,34.2086
2013-10-18,34.4786
2013-10-21,34.6543
2013-10-22,34.7186
2013-10-23,34.6200
2013-10-24,34.5100
2013-10-25,34.6657
2013-10-28,34.7586
2013-10-29,34.8386
2013-10-30,34.9171
2013-10-31,35.0350
2013-11-01,35.2871
2013-11-04,35.6043
2013-11-05,35.7343
2013-11-06,36.1071
2013-11-07,36.3900
2013-11-08,36.7100
2013-11-11,37.0221
2013-11-12,37.2843
2013-11-13,37.6007
2013-11-14,37.7980
2013-11-15,37.7496
2013-11-18,37.7067
2013-11-19,37.5581
2013-11-20,37.4853
2013-11-21,37.4910
2013-11-22,37.4074
2013-11-25,37.3530
2013-11-26,37.2829
2013-11-27,37.3400
2013-11-29,37.5386
2013-12-02,37.7343
2013-12-03,37.8643
2013-12-04,38.0600
2013-12-05,38.1114
2013-12-06,38.2557
2013-12-09,38.4136
2013-12-10,38.4107
2013-12-11,38.2907
2013-12-12,38.1350
2013-12-13,37.8136
2013-12-16,37.6543
2013-12-17,37.3914
2013-12-18,37.0879
2013-12-19,36.8221
2013-12-20,36.7064
2013-12-23,36.6207
2013-12-24,36.6764
2013-12-26,36.7557
2013-12-27,36.8657
2013-12-30,36.9671
2013-12-31,37.1329
2014-01-02,37.1843
2014-01-03,37.2257
2014-01-06,37.0900
2014-01-07,36.9429
2014-01-08,36.7243
2014-01-09,36.4729
2014-01-10,36.2771
2014-01-13,35.9657
2014-01-14,35.8043
2014-01-15,35.8943
2014-01-16,35.9629
2014-01-17,36.0514
2014-01-21,36.1429
2014-01-22,36.1271
2014-01-23,36.2807
2014-01-24,36.4271
2014-01-27,36.3229
2014-01-28,36.2343
2014-01-29,36.2743
2014-01-30,36.3729
2014-01-31,36.6457
2014-02-03,36.7064
2014-02-04,36.6414
2014-02-05,36.6114
2014-02-06,36.5986
2014-02-07,36.5843
2014-02-10,36.5757
2014-02-11,36.4807
2014-02-12,36.6221
2014-02-13,36.8021
2014-02-14,37.0593
2014-02-18,37.2364
2014-02-19,37.3721
2014-02-20,37.5079
2014-02-21,37.6229
2014-02-24,37.6543
2014-02-25,37.6443
2014-02-26,37.6229
2014-02-27,37.6857
2014-02-28,37.8000
2014-03-03,37.8043
2014-03-04,37.8657
2014-03-05,37.9257
2014-03-06,38.0129
2014-03-07,38.0743
2014-03-10,38.0686
2014-03-11,38.0271
2014-03-12,38.0971
2014-03-13,38.0229
2014-03-14,37.9643
2014-03-17,37.9500
2014-03-18,38.1857
2014-03-19,38.3929
2014-03-20,38.7229
2014-03-21,38.9929
2014-03-24,39.3657
2014-03-25,39.7429
2014-03-26,39.9914
2014-03-27,39.9643
2014-03-28,40.1114
2014-03-31,40.2057
2014-04-01,40.3857
2014-04-02,40.5071
2014-04-03,40.6029
2014-04-04,40.6143
2014-04-07,40.6771
2014-04-08,40.6086
2014-04-09,40.5343
2014-04-10,40.2400
2014-04-11,39.9341
2014-04-14,39.6727
2014-04-15,39.6556
2014-04-16,39.7413
2014-04-17,39.7684
2014-04-21,39.6927
2014-04-22,39.7827
2014-04-23,39.8514
2014-04-24,39.9486
2014-04-25,39.9714
2014-04-28,40.0386
2014-04-29,40.1100
2014-04-30,40.1757
2014-05-01,40.1771
2014-05-02,40.1771
2014-05-05,40.1157
2014-05-06,39.9943
2014-05-07,39.7879
2014-05-08,39.6636
2014-05-09,39.5407
2014-05-12,39.5364
2014-05-13,39.6407
2014-05-14,39.7564
2014-05-15,39.8336
2014-05-16,39.8914
2014-05-19,39.9071
2014-05-20,39.9271
2014-05-21,39.9814
2014-05-22,39.9357
2014-05-23,39.9186
2014-05-27,40.0029
2014-05-28,40.0286
2014-05-29,40.1129
2014-05-30,40.2929
2014-06-02,40.3557
2014-06-03,40.3829
2014-06-04,40.4114
2014-06-05,40.5571
2014-06-06,40.7671
2014-06-09,40.9000
2014-06-10,40.9243
2014-06-11,40.9343
2014-06-12,40.9757
2014-06-13,41.1057
2014-06-16,41.1471
2014-06-17,41.1757
2014-06-18,41.2300
2014-06-19,41.2871
2014-06-20,41.4043
2014-06-23,41.6057
2014-06-24,41.6793
2014-06-25,41.7550
2014-06-26,41.7607
2014-06-27,41.8464
2014-06-30,41.8736
2014-07-01,41.9007
2014-07-02,41.8879
2014-07-03,41.8957
2014-07-07,41.8900
2014-07-08,41.8986
2014-07-09,41.8157
2014-07-10,41.8136
2014-07-11,41.8450
2014-07-14,41.8793
2014-07-15,41.9721
2014-07-16,42.2707
2014-07-17,42.6636
2014-07-18,43.0950
2014-07-21,43.5450
2014-07-22,43.9364
2014-07-23,44.3264
2014-07-24,44.6050
2014-07-25,44.6650
2014-07-28,44.5850
2014-07-29,44.4700
2014-07-30,44.2905
2014-07-31,44.0519
2014-08-01,43.7648
2014-08-04,43.6176
2014-08-05,43.4148
2014-08-06,43.2391
2014-08-07,43.1455
2014-08-08,43.0914
2014-08-11,43.0971
2014-08-12,43.1914
2014-08-13,43.2929
2014-08-14,43.4629
2014-08-15,43.7557
2014-08-18,44.0243
2014-08-19,44.3286
