,Real Lower Band,Real Middle Band,Real Upper Band
2018-11-07,102.7308,107.4800,112.2292
2018-11-08,102.7051,107.7462,112.7873
2018-11-09,102.8923,107.9205,112.9487
2018-11-12,102.8011,107.7919,112.7827
2018-11-13,102.7569,107.7605,112.7640
2018-11-14,102.5550,107.4733,112.3917
2018-11-15,102.6095,107.3100,112.0105
2018-11-16,102.6087,107.3000,111.9913
2018-11-19,102.3248,107.1076,111.8905
2018-11-20,101.5687,106.7305,111.8923
2018-11-21,101.1489,106.4929,111.8368
2018-11-23,101.2876,106.5286,111.7695
2018-11-26,101.2607,106.4414,111.6222
2018-11-27,101.2653,106.4500,111.6347
2018-11-28,101.3861,106.7962,112.2062
2018-11-29,101.6915,107.1038,112.5161
2018-11-30,101.6540,107.2981,112.9422
2018-12-03,101.6318,107.5919,113.5520
2018-12-04,101.7674,107.7043,113.6411
2018-12-06,101.8149,107.7843,113.7537
2018-12-07,101.5445,107.6462,113.7479
2018-12-10,101.6490,107.4381,113.2272
2018-12-11,101.7982,107.2876,112.7771
2018-12-12,101.8098,107.2643,112.7188
2018-12-13,101.8580,107.3871,112.9163
2018-12-14,101.7871,107.3438,112.9005
2018-12-17,101.4532,107.2448,113.0364
2018-12-18,101.1302,107.0871,113.0441
2018-12-19,100.7676,106.8681,112.9686
2018-12-20,100.2675,106.7200,113.1725
2018-12-21,99.4498,106.5543,113.6587
2018-12-24,97.3583,106.1267,114.8950
2018-12-26,97.0099,106.0071,115.0044
2018-12-27,96.5306,105.7552,114.9799
2018-12-28,95.9576,105.4338,114.9100
