date,amzn differential,amzn adj close,amzn vol,aapl differential,aapl adj close,aapl vol,googl differential,googl adj close,googl vol,msft differential,msft vol,SMA,SMA,Real Lower Band,Real Upper Band,MACD,nasdaq differential,nasdaq adj close,nasdaq vol,nyse differential,nyse adj close,nyse vol,sp500 differential,sp500 adj close,sp500 vol,tb13 differential,tb13 adj close,tb13 vol,fft 3,fft 6,fft 9
2010-01-04,-2.3499999999999943,133.9,7599900.0,0.5799999999999841,26.8842,17633200.0,-0.20000000000004547,314.3454,3908400.0,0.3299999999999983,38409100.0,30.9814,30.3333,29.2202,31.4465,0.4621,14.010009999999966,2308.419922,1931380000,141.7602540000007,7326.740234000001,3991400000,16.429931000000124,1132.98999,3991400000,-0.025,0.055,0.0,(63.329217368918975-5.445032209281657j),(65.6842180673728-2.4857973621591105j),(65.97943839803993-1.5753995046281766j)
2010-01-05,1.259999999999991,134.69,8851900.0,-0.21999999999999886,26.9307,21496600.0,-3.189999999999941,312.9611,6003300.0,0.10999999999999943,49749600.0,30.9871,30.3871,29.2673,31.507,0.4491,1.4399410000000898,2308.709961,2367860000,28.12988299999961,7354.870117,2491020000,3.8599859999999353,1136.52002,2491020000,0.0,0.06,0.0,(63.14431819828168-5.451426161792698j),(65.24319793302604-2.4857538714031664j),(65.29842817505249-1.5786708804565022j)
2010-01-06,-2.3499999999999943,132.25,7178800.0,-3.4099999999999966,26.5024,19720000.0,-17.600000000000023,305.0717,7949400.0,-0.10999999999999943,58182400.0,30.9543,30.4248,29.3091,31.5404,0.4185,-6.619873000000098,2301.090088,2253340000,22.85009699999955,7377.700195,4972660000,1.4300539999999273,1137.140015,4972660000,-0.015,0.045,0.0,(62.95909131898918-5.457441897551193j),(64.80165003265297-2.4850205520246647j),(64.61681645796783-1.5809565565327233j)
2010-01-07,-2.009999999999991,130.0,11030200.0,-1.1699999999999875,26.4534,17040400.0,-15.299999999999955,297.9698,12815700.0,-0.17799999999999727,50559700.0,30.8517,30.4563,29.3773,31.5353,0.3645,1.9599610000000212,2300.050049,2270050000,16.229981000000407,7393.930176000001,5270680000,5.4199210000001585,1141.689941,5270680000,0.0,0.045,0.0,(62.77354273207973-5.463078999188927j),(64.3596215803419-2.483597607529158j),(63.9347537458844-1.5822551057130583j)
2010-01-08,2.960000000000008,133.52,9830500.0,1.6799999999999784,26.6292,15986100.0,10.019999999999982,301.9421,9439100.0,0.379999999999999,51197400.0,30.7474,30.5082,29.5024,31.514,0.3346,24.929932000000008,2317.169922,2145390000,31.419922000000042,7425.350098000001,4389590000,4.459960000000137,1144.97998,4389590000,-0.0049999999999999975,0.04,0.0,(62.58767844822928-5.4683370756070895j),(63.91715981003468-2.481485432802023j),(63.25239056737007-1.5825657172017855j)
2010-01-11,-2.312000000000012,130.308,8779400.0,-2.6899999999999977,26.3943,16508200.0,-3.3500000000000227,301.4857,14411300.0,-0.4400000000000013,68754700.0,30.6489,30.5349,29.5871,31.4826,0.2762,-12.370116999999937,2312.409912,2077890000,23.439941999999974,7449.049805,4255780000,1.0200190000000475,1146.97998,4255780000,-0.015,0.025,0.0,(62.401504487455796-5.473215762003411j),(63.47431196745516-2.478684613998851j),(62.56987742497091-1.5818881970574648j)
2010-01-12,-1.6400000000000148,127.35,9096300.0,-1.4699999999999989,26.0941,21230700.0,-7.600000000000023,296.1542,9696800.0,-0.0799999999999983,65912100.0,30.5903,30.5444,29.6198,31.469,0.2114,-14.969970000000103,2282.310059,2368320000,-78.5996099999993,7370.450195,4716160000,-7.590087999999923,1136.219971,4716160000,0.0049999999999999975,0.04,0.0,(62.21502687882313-5.477714719897504j),(63.03112530203867-2.475195928382855j),(61.88736473972952-1.5802229683141118j)
2010-01-13,1.2079000000000093,129.11,10723200.0,2.780000000000001,26.4622,21639000.0,10.600000000000023,294.454,12980200.0,0.08999999999999986,51863500.0,30.5046,30.5682,29.6919,31.4445,0.1805,18.43994100000009,2307.899902,2318350000,59.66992200000004,7430.140137,4170360000,8.369995000000017,1145.680054,4170360000,0.010000000000000002,0.05,0.0,(62.02825166014464-5.481833637154294j),(62.587647058865386-2.471020344109078j),(61.20500279573825-1.5775710707169628j)
2010-01-14,-1.789999999999992,127.35,9774900.0,-0.6800000000000068,26.3089,15460500.0,5.9500000000000455,295.8382,8471700.0,0.6500000000000021,63228100.0,30.5046,30.6087,29.7423,31.4751,0.203,13.429931000000124,2316.73999,2254170000,18.37988299999961,7448.52002,3915200000,2.779907000000094,1148.459961,3915200000,0.0,0.045,0.0,(61.84118487768634-5.48557222800572j),(62.143924470598684-2.46615901995579j),(60.522941684751885-1.5739341600733519j)
2010-01-15,-2.0400000000000063,127.14,15376500.0,-5.0,25.8692,21216700.0,-11.590000000000032,290.898,10858100.0,-0.21999999999999886,79913200.0,30.5174,30.6487,29.8178,31.4795,0.2102,-28.989990000000034,2287.98999,2637770000,-91.71972699999878,7356.790039,4758730000,-11.689941999999974,1136.030029,4758730000,0.0049999999999999975,0.055,0.0,(61.65383258586976-5.48893023307054j),(61.700004749429866-2.460613305002874j),(59.84133125088411-1.5693145072188022j)
2010-01-19,1.4099999999999966,127.61,8892600.0,6.7099999999999795,27.0136,26071700.0,6.1299999999999955,294.7198,8624700.0,0.3500000000000014,46575700.0,30.61,30.6963,29.8822,31.5103,0.2327,29.37988200000018,2320.399902,2045290000,86.89013700000032,7443.680176000001,4724830000,14.199951000000056,1150.22998,4724830000,-0.0049999999999999975,0.05,0.0,(61.46620084697443-5.49190741937233j),(61.25593507903161-2.45438473825745j),(59.16032103541306-1.5637149965991668j)
2010-01-20,-1.3499999999999943,125.78,9074700.0,-3.1850000000000023,26.5972,21862600.0,-5.57000000000005,291.1036,6494800.0,-0.22499999999999787,54849500.0,30.5993,30.7432,30.0895,31.3969,0.2066,-13.06005899999991,2291.25,2351890000,-113.83984400000008,7329.830078,4810560000,-9.909912000000077,1138.040039,4810560000,0.0,0.05,0.0,(61.27829573084024-5.494503580355646j),(60.81176260652136-2.4474750482267758j),(58.48006022172043-1.5571391244696131j)
2010-01-21,-0.6400000000000006,126.62,9970600.0,-4.00800000000001,26.1383,21719800.0,-0.4600000000000364,292.3926,12602700.0,-0.5999999999999979,73086700.0,30.5621,30.7265,30.019,31.4341,0.1379,-32.53002900000001,2265.699951,2877800000,-155.37988300000052,7174.459961,6874290000,-22.20007399999986,1116.47998,6874290000,-0.010000000000000002,0.04,0.0,(61.090123314569205-5.496718535900366j),(60.36753443443633-2.4398861524385778j),(57.80069758038834-1.5495909967116233j)
2010-01-22,-4.1699999999999875,121.43,11568900.0,-9.030000000000001,24.8416,31491700.0,-14.490000000000009,275.8565,13587100.0,-1.0399999999999991,102004600.0,30.4036,30.6522,29.6203,31.6842,-0.0013,-50.46997099999999,2205.290039,2817620000,-143.8500979999999,7030.609863,6208650000,-23.72998000000007,1091.76001,6208650000,0.0,0.045,0.0,(60.90168968222728-5.498552132334165j),(59.92329761272185-2.4316201569088935j),(57.12238141447898-1.541075326269325j)
2010-01-25,-1.789999999999992,120.31,12023900.0,0.5649999999999977,25.5106,38060700.0,-6.590000000000032,270.836,8830900.0,0.08000000000000185,63373000.0,30.2564,30.5808,29.4073,31.7543,-0.0816,-9.489990000000034,2210.800049,2134350000,42.52001999999993,7073.129883,4481390000,4.380004999999983,1096.780029,4481390000,0.0,0.045,0.0,(60.71300092454564-5.500004242443202j),(59.47909913073477-2.4226793555576394j),(56.44525950502119-1.5315974302068067j)
2010-01-26,-1.0799999999999983,119.48,9559000.0,-0.009999999999990905,25.8705,66682500.0,4.449999999999932,272.0498,8702200.0,0.3000000000000007,66639900.0,30.0479,30.5132,29.2644,31.762,-0.1292,0.29003899999997884,2203.72998,2361260000,-44.82031300000108,7028.319823999999,4731910000,-3.630004999999983,1092.170044,4731910000,0.010000000000000002,0.065,0.0,(60.52406313862197-5.501074765480928j),(59.03498590926345-2.4130662295720136j),(55.769479056728294-1.5211632263882136j)
2010-01-27,1.7199999999999989,122.75,14765300.0,1.0339999999999918,26.1147,61520300.0,0.8300000000000409,271.8893,7920800.0,0.3200000000000003,63949500.0,29.8779,30.4499,29.1717,31.728,-0.1515,21.109863000000132,2221.409912,2492880000,7.189940999999635,7035.609863,5319120000,5.56005899999991,1097.5,5319120000,0.010000000000000009,0.07,0.0,(60.33488242762137-5.501763627175086j),(58.591004792566-2.4027834467179376j),(55.09518664397149-1.5097792297827202j)
2010-01-28,1.5999999999999943,126.03,27293100.0,-5.640000000000015,25.0351,41910800.0,-10.200000000000045,267.9722,6451700.0,-0.6799999999999997,117513700.0,29.6007,30.3541,29.0069,31.7014,-0.2079,-41.31005899999991,2179.0,2829640000,-78.62988299999961,6956.990234000001,5452400000,-12.400024999999914,1084.530029,5452400000,-0.0049999999999999906,0.07,0.0,(60.14546490047712-5.502070779732847j),(58.14720254042851-2.391833860599703j),(54.422528157032865-1.4974525483966643j)
2010-01-29,-4.360000000000014,125.41,29471300.0,-9.017000000000024,24.1272,44498300.0,-8.54600000000005,265.7925,8272700.0,-1.7199999999999989,193888500.0,29.2571,30.2013,28.6464,31.7562,-0.3279,-50.90991200000008,2147.350098,3090580000,-73.21044900000106,6883.779785,5412850000,-13.739990000000034,1073.869995,5412850000,0.0,0.07,0.0,(59.955816671591286-5.501996201844156j),(57.703625820244675-2.380220509868081j),(53.75164874866192-1.4841908788354243j)
2010-02-01,-4.310000000000002,118.87,37774400.0,2.359999999999985,24.4623,26781300.0,-1.5819999999999936,267.3352,4497000.0,0.019999999999999574,85931100.0,29.0286,30.0799,28.3886,31.7711,-0.3999,15.389892000000145,2171.199951,2234140000,124.43994099999964,7008.22998,4077610000,15.299926000000141,1089.189941,4077610000,0.02500000000000001,0.085,0.0,(59.76594386053507-5.501539898683166j),(57.260321199118835-2.3679466173770365j),(53.08269278095964-1.4700025014977516j)
2010-02-02,-0.6700000000000017,118.12,23079700.0,-0.04999999999998295,24.6042,24940800.0,-3.8354000000000497,266.3823,8184200.0,0.08999999999999986,54413700.0,28.9571,29.9837,28.1691,31.7982,-0.4477,18.400146999999833,2190.060059,2468470000,92.96972599999935,7101.439941,4749540000,13.269897000000128,1103.319946,4749540000,0.0,0.09,0.0,(59.57585259174919-5.500701901907941j),(56.81733513599355-2.355015589289371j),(52.41580377261336-1.4548962754056327j)
2010-02-03,1.9799999999999898,119.1,12405900.0,4.060000000000002,25.0276,21976000.0,12.150000000000091,271.2473,5992200.0,0.36999999999999744,61397900.0,28.8586,29.8732,28.0253,31.7211,-0.4665,9.899902000000111,2190.909912,2303350000,-58.810059000000365,7042.620117,4285450000,-3.3900149999999485,1097.280029,4285450000,0.0,0.09,0.0,(59.38554899424392-5.499482269658203j),(56.374713973803665-2.341431014131447j),(51.75112434650633-1.438881632672816j)
2010-02-04,-2.700000000000003,115.94,12784000.0,-4.679999999999978,24.1256,27059000.0,-10.22199999999998,264.2046,6748600.0,-0.5399999999999991,77850000.0,28.6214,29.7246,27.7526,31.6967,-0.5389,-50.95996100000002,2125.429932,2801390000,-254.70996099999957,6787.859863,5859690000,-34.14001499999995,1063.109985,5859690000,-0.0049999999999999906,0.085,0.0,(59.19503920129916-5.497881086551315j),(55.932503931658495-2.3271966617973265j),(51.08879617772512-1.421968572615537j)
2010-02-05,1.5100000000000051,117.39,11024800.0,2.835000000000008,24.554,30368100.0,2.8899999999999864,266.4676,6305600.0,0.019999999999999574,80960100.0,28.3857,29.5937,27.5527,31.6347,-0.5751,9.200195000000349,2141.1201170000004,2811100000,-5.109862999999677,6782.75,6438900000,2.0699460000000727,1066.189941,6438900000,0.010000000000000009,0.085,0.0,(59.004329350164355-5.49589846367643j),(55.49075109705351-2.312316482502585j),(50.428959941987884-1.4041676555090947j)
2010-02-08,-2.5450000000000017,116.83,9890200.0,-1.5699999999999932,24.3856,17081100.0,0.9700000000000273,267.5609,5383200.0,-0.2900000000000027,52820600.0,28.18,29.4636,27.3127,31.6145,-0.6209,-14.050048999999944,2126.050049,2036280000,-68.87011700000039,6713.870117,4089820000,-8.770019999999931,1056.73999,4089820000,0.0,0.09,0.0,(58.813425581758366-5.493534538586759j),(55.0495014181132-2.2967946056880764j),(49.77175526451641-1.385489995994163j)
2010-02-09,-0.1700000000000017,118.03,9223000.0,-0.22999999999998977,24.6457,22603100.0,-3.099999999999909,269.0505,5633500.0,0.0400000000000027,59195800.0,28.1557,29.3374,27.1712,31.5036,-0.6266,-2.2299809999994977,2150.8701170000004,2296420000,121.26025400000071,6835.160156,5114260000,10.459961000000021,1070.52002,5114260000,-0.0049999999999999906,0.1,0.0,(58.6223340403693-5.490789475290035j),(54.60880069586691-2.2806353388739544j),(49.117320669375-1.3659472561369657j)
2010-02-10,-0.6400000000000006,117.36,6233200.0,-0.7739999999999725,24.5108,13227200.0,0.375,268.0499,5343600.0,-0.0400000000000027,48591300.0,28.0957,29.2288,27.0321,31.4255,-0.6255,0.4101560000003701,2147.8701170000004,2059940000,-16.040038999999524,6819.120117,4251450000,-1.5500489999999445,1068.130005,4251450000,0.0,0.1,0.0,(58.431060873354184-5.487663464237146j),(54.16869457655885-2.263843166464288j),(48.46579352929805-1.3455516381476502j)
