Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,-1.4798978804127616,-1.4279883216455491,-1.4471644354162976,-1.4030799190518206,-1.4030799190518206,0.3144506495781812
2010-01-05,-1.4014901203864996,-1.4122700734512044,-1.3762453060885511,-1.3875083206815935,-1.3875083206815935,-1.4094243327179405
2010-01-06,-1.3859425221797212,-1.395730977655769,-1.3603157351696364,-1.3748704861987069,-1.3748704861987069,1.4418780780482303
2010-01-07,-1.3733041071684673,-1.3907779961648623,-1.3696785006907952,-1.3658862061827386,-1.3658862061827386,1.7842908149708034
2010-01-08,-1.3643272859539763,-1.3751372020892512,-1.3463547781152285,-1.3484933714451086,-1.3484933714451086,0.7719546013773873
2010-01-11,-1.3468052145276441,-1.3502341779492442,-1.3178152500453766,-1.3353741445042766,-1.3353741445042766,0.6182124084788921
2010-01-12,-1.3338405555664272,-1.3625804772881247,-1.3611705425782488,-1.3788838014401585,-1.3788838014401585,1.1471701154261245
2010-01-13,-1.377303017447188,-1.3669452430863909,-1.3564948131621408,-1.3458417939932679,-1.3458417939932679,0.5200683376516786
2010-01-14,-1.3442995147519845,-1.3575275645707645,-1.3187082882442211,-1.3356674126718893,-1.3356674126718893,0.22689997998050299
2010-01-15,-1.3341392517603325,-1.3628800014152382,-1.3691104242089343,-1.3864455272712488,-1.3864455272712488,1.1960812965911267
2010-01-19,-1.3848695385746475,-1.365558657455014,-1.3548185830174728,-1.3383465602155369,-1.3383465602155369,1.1571315892504273
2010-01-20,-1.3368161750601206,-1.3655643446746402,-1.4003242207576434,-1.401369502773351,-1.401369502773351,1.2556318373424082
2010-01-21,-1.3997757225196974,-1.4197687396383758,-1.4572877778512399,-1.4873762970660693,-1.4873762970660693,3.6267728264344887
2010-01-22,-1.48571651505787,-1.5148774101730957,-1.5375640188042883,-1.567006061312648,-1.567006061312648,2.861979811854455
2010-01-25,-1.565280170211438,-1.5460698996594502,-1.5322817130404893,-1.543468648301224,-1.543468648301224,0.8774290301052988
2010-01-26,-1.5417566265978437,-1.556857644025242,-1.5442080935606892,-1.568273736957092,-1.568273736957092,1.1652662183941487
2010-01-27,-1.5664914291049192,-1.586946552226121,-1.5799928884657604,-1.5642382576978537,-1.5642382576978537,1.8399463849880153
2010-01-28,-1.562508992944059,-1.5774679399276061,-1.5969646514805504,-1.6077589963658483,-1.6077589963658483,1.9930796296596498
2010-01-29,-1.6059992719411396,-1.595393621354418,-1.6212751045985936,-1.6482854254424295,-1.6482854254424295,1.947638304428834
2010-02-01,-1.6464863842415705,-1.6069854228785723,-1.6132358767284194,-1.5793946855258618,-1.5793946855258618,0.4135023979510925
2010-02-02,-1.5775256350611968,-1.5497860573052198,-1.5459395156317737,-1.5277973121277377,-1.5277973121277377,1.1855223641291495
2010-02-03,-1.5261093733907098,-1.5553822303905132,-1.5363839806030941,-1.5603576564254884,-1.5603576564254884,0.6523020195938937
2010-02-04,-1.5586651019849702,-1.5880281977269088,-1.6670068959674569,-1.7013829268109042,-1.7013829268109042,2.461039107618159
2010-02-05,-1.699545475255086,-1.7226710785370825,-1.752339289055612,-1.7042115462674046,-1.7042115462674046,3.1265276028631876
2010-02-08,-1.7023771479611425,-1.7137026864894427,-1.7077099974537,-1.7423407440982042,-1.7423407440982042,0.4275311863472559
2010-02-09,-1.7404528150066056,-1.6741240616576785,-1.7069106515984873,-1.6751993424216596,-1.6751993424216596,1.6045706609226562
2010-02-10,-1.6733836286297556,-1.694290487650166,-1.6835209674559888,-1.684078478006787,-1.684078478006787,0.6132374163613338
2010-02-11,-1.6822553927049233,-1.6662979776775644,-1.6763088162177275,-1.6400149902103134,-1.6400149902103134,0.7849148579792482
2010-02-12,-1.6382284866720738,-1.667812118094343,-1.6687493573060401,-1.6533891036324715,-1.6533891036324715,0.5089464153195851
2010-02-16,-1.651591496827551,-1.6003577060684269,-1.6183251439090989,-1.5765603893041469,-1.5765603893041469,0.4171331081338834
2010-02-17,-1.5748265661443177,-1.578421758872208,-1.5443623626509955,-1.5644650338121064,-1.5644650338121064,0.6221763167480784
2010-02-18,-1.5627469237859233,-1.5630195551408226,-1.5369628267254705,-1.5394553330597724,-1.5394553330597724,0.18487106273794301
2010-02-19,-1.537752314733257,-1.558282956993303,-1.5367423264412494,-1.537866549018276,-1.537866549018276,0.2603117053335277
2010-02-22,-1.5361648497095042,-1.5511615397134946,-1.511974181796948,-1.5404794746461972,-1.5404794746461972,0.11113087934189328
2010-02-23,-1.5387756060713853,-1.568083571635919,-1.5701947762720154,-1.5980108673188016,-1.5980108673188016,0.9229967408171612
2010-02-24,-1.5962592358474748,-1.5872848036899185,-1.5640027402487866,-1.5669728150091875,-1.5669728150091875,0.5177704198144691
2010-02-25,-1.565280170211438,-1.59466160175668,-1.606492455732531,-1.5765049795364612,-1.5765049795364612,0.9230886575306496
2010-02-26,-1.574771202378143,-1.5839071676148277,-1.5665666237720415,-1.5645536898832526,-1.5645536898832526,0.26135725794945797
2010-03-01,-1.5628244331691885,-1.5557594792978766,-1.529833598190325,-1.5281792363664963,-1.5281792363664963,0.14927631543956937
2010-03-02,-1.5264580323180252,-1.5183937048113239,-1.493580072491497,-1.5086827086883308,-1.5086827086883308,0.4790734834358628
2010-03-03,-1.5070052379733898,-1.4939012403572542,-1.474187656327644,-1.4928010842067247,-1.4928010842067247,0.26840037612050477
2010-03-04,-1.491131396922851,-1.5045944695000686,-1.4729470413797752,-1.4881458223088013,-1.4881458223088013,0.26115044534410914
2010-03-05,-1.4864078914999073,-1.4485542029916032,-1.453654240531008,-1.4226926723393787,-1.4226926723393787,0.4771432324526069
2010-03-08,-1.4210865910523076,-1.4355980228369105,-1.3956431070726625,-1.4220174799330074,-1.4220174799330074,0.06544827273817036
2010-03-09,-1.4204119591945956,-1.4319650059748665,-1.4079003722813008,-1.4211925443690288,-1.4211925443690288,1.6865029214083573
2010-03-10,-1.4195766359649211,-1.416479660905121,-1.3879126870100837,-1.4025652802904147,-1.4025652802904147,2.0122902227787205
2010-03-11,-1.4009759088811842,-1.4157197470869185,-1.3968285295427303,-1.3884105598934116,-1.3884105598934116,1.093054150359843
2010-03-12,-1.3868329398153083,-1.3968732857232946,-1.3597810428089474,-1.3830909166300356,-1.3830909166300356,1.3907494061703212
2010-03-15,-1.3815398585677727,-1.410411994351002,-1.3868871869747936,-1.3896728294638356,-1.3896728294638356,0.5128873444103992
2010-03-16,-1.3880941614422,-1.3731626714267493,-1.3556456596493853,-1.3477460107737242,-1.3477460107737242,0.749182235610642
2010-03-17,-1.3462021506406041,-1.335497643474599,-1.3138836745580653,-1.3214907983947328,-1.3214907983947328,1.43100892667823
2010-03-18,-1.3199630639922706,-1.3476440798059381,-1.3216307872326145,-1.3384076467484376,-1.3384076467484376,0.5937740522801701
2010-03-19,-1.3368493937623067,-1.3569008927575894,-1.3480310082598972,-1.3698054592790236,-1.3698054592790236,1.7173409787837075
2010-03-22,-1.368254358348662,-1.3752926510951164,-1.3718231925536222,-1.3519974539991748,-1.3519974539991748,0.6249912660986598
2010-03-23,-1.3504557357924134,-1.3447487697612588,-1.3218238252643493,-1.318872467246352,-1.318872467246352,0.7972891455326209
2010-03-24,-1.3174244165339908,-1.3461188356114235,-1.3294769765196681,-1.3580090481662495,-1.3580090481662495,1.1352094530834496
2010-03-25,-1.3564455945147509,-1.3433789745726095,-1.3383486658420125,-1.370497410182722,-1.370497410182722,2.2418292355375677
2010-03-26,-1.368934661705603,-1.3628965217510842,-1.3450646251368,-1.3605443994551372,-1.3605443994551372,1.138277173396124
2010-03-29,-1.3588683827681782,-1.3524749219602854,-1.3265105928451864,-1.3266001533499894,-1.3266001533499894,0.7558576869277354
2010-03-30,-1.3250738486305822,-1.337466486917475,-1.308673253332653,-1.3289138639074505,-1.3289138639074505,0.42199320435958126
2010-03-31,-1.3273637626283668,-1.3451869524515099,-1.3162879041707563,-1.3360660954079753,-1.3360660954079753,0.8808184589151826
2010-04-01,-1.3344544226251995,-1.3105168951089767,-1.3021724095018288,-1.2855536794379818,-1.2855536794379818,0.33222504404899594
2010-04-05,-1.2840725248248357,-1.2783424212414063,-1.2519468885838632,-1.2512991365302606,-1.2512991365302606,0.1883179394937571
2010-04-06,-1.2498464202376918,-1.2698401055498474,-1.2413491614593077,-1.2493562684794457,-1.2493562684794457,0.4233489758835348
2010-04-07,-1.2478994931148912,-1.2764012013574786,-1.2646782688551321,-1.2816065861122565,-1.2816065861122565,1.5898295179969577
2010-04-08,-1.2801343798981564,-1.2926908742471024,-1.2835906464335158,-1.2710059525165462,-1.2710059525165462,1.1595903613362413
2010-04-09,-1.2694761096056855,-1.2619308802313731,-1.2373957781667513,-1.235733214371687,-1.235733214371687,0.9121046102687886
2010-04-12,-1.2342877494989186,-1.2449536017456868,-1.2023166367732612,-1.2287028852457689,-1.2287028852457689,1.0218531661739099
2010-04-13,-1.2272578554072284,-1.251903049683783,-1.2273825510604284,-1.2305849374548776,-1.2305849374548776,1.9369874552533684
2010-04-14,-1.2291161995085664,-1.2073270299140708,-1.1971611383986671,-1.1804268761853975,-1.1804268761853975,2.3465453513792003
2010-04-15,-1.1790273269559797,-1.1991350714658449,-1.1598821132159336,-1.1855748829645736,-1.1855748829645736,2.6168838953377005
2010-04-16,-1.1841824022753702,-1.2125074979714672,-1.2468519669559435,-1.260327744581802,-1.260327744581802,5.0447949445980385
2010-04-19,-1.2588621311004966,-1.279579245086544,-1.2691334979870186,-1.2537182616561955,-1.2537182616561955,3.3090282374943585
2010-04-20,-1.2522524639067933,-1.2363399803884223,-1.2202255917485834,-1.2135575397034344,-1.2135575397034344,1.8370395189239452
2010-04-21,-1.2121304846515382,-1.236872407640135,-1.218720323306191,-1.2270865311124655,-1.2270865311124655,2.3054930492174543
2010-04-22,-1.2256871344146996,-1.2516923541146558,-1.2609233084145686,-1.2281049964872368,-1.2281049964872368,2.6633592835952604
2010-04-23,-1.2266604630194182,-1.222502018295117,-1.2162059778134962,-1.1955668162072723,-1.1955668162072723,1.8479201598831319
2010-04-26,-1.1941492961258033,-1.2082976398560346,-1.178827606391275,-1.208830109540498,-1.208830109540498,2.2175402439982643
2010-04-27,-1.2074069792285946,-1.2357964493589733,-1.2992555644092916,-1.3276021303650662,-1.3276021303650662,4.2934562389548665
2010-04-28,-1.3260749937985188,-1.3229739587905314,-1.3079894070749325,-1.307324995712056,-1.307324995712056,3.0155496609151595
2010-04-29,-1.3058092923077638,-1.275791320541666,-1.2736161888200064,-1.2577426591833207,-1.2577426591833207,2.6905091828418897
2010-04-30,-1.2562735203557056,-1.2805333352472956,-1.2881672986857335,-1.3213413264818805,-1.3213413264818805,2.677698290899447
2010-05-03,-1.3198026430867729,-1.3009548708105865,-1.288073606342102,-1.2833005145845935,-1.2833005145845935,1.4021126098753216
2010-05-04,-1.2818158289761359,-1.3104115473244131,-1.3794324591228526,-1.3972621253867328,-1.3972621253867328,3.3055583815601723
