Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,-1.2894457620893958,-1.2876590574474223,-1.2803762100668945,-1.2817853092538825,-1.2817853092538825,-0.03732079833390862
2010-01-05,-1.2815254168097912,-1.2860770712938603,-1.2796267509479917,-1.281606574986005,-1.281606574986005,1.046495762416719
2010-01-06,-1.2812544638269192,-1.2858685448435,-1.279589708548401,-1.286302262193498,-1.286302262193498,0.7621329679309193
2010-01-07,-1.2871791975621218,-1.2936985380602648,-1.2860673822936046,-1.286943178102148,-1.286943178102148,0.8036253037312836
2010-01-08,-1.2907821841062102,-1.283704091450363,-1.2827293638774482,-1.2763931901115342,-1.2763931901115342,0.4940840361745267
2010-01-11,-1.270741268097433,-1.2783819536483765,-1.2755457740242933,-1.2793265090873935,-1.2793265090873935,0.3264758574477411
2010-01-12,-1.2876781006021936,-1.295200736272453,-1.2938208151069226,-1.2978753083494703,-1.2978753083494703,1.0476379811161904
2010-01-13,-1.2924943617618967,-1.2865062493226533,-1.2929413307558784,-1.2821057675163285,-1.2821057675163285,0.9235582671757835
2010-01-14,-1.2839642966709688,-1.2806628695864475,-1.2748769003159333,-1.276658132347775,-1.276658132347775,0.7641939277582265
2010-01-15,-1.2755451998589575,-1.2806751449373455,-1.2897954770254685,-1.2943750952440625,-1.2943750952440625,1.7167049997522257
2010-01-19,-1.2915335451080587,-1.2819873793351915,-1.2826861224572117,-1.2744027401701168,-1.2744027401701168,0.24552731483302687
2010-01-20,-1.283348411852614,-1.291754886468386,-1.2963103436559793,-1.2923661395497485,-1.2923661395497485,1.0068409088720263
2010-01-21,-1.2870930402031124,-1.2889895546487897,-1.301797104879934,-1.3081111576412727,-1.3081111576412727,2.312719683304675
2010-01-22,-1.3132496499621014,-1.3176299717034043,-1.3386134359108381,-1.345338293970733,-1.345338293970733,2.163287680404261
2010-01-25,-1.3350950666084909,-1.3415736806974419,-1.338118130445571,-1.341942793354101,-1.341942793354101,0.4666707873872124
2010-01-26,-1.3454727861544833,-1.3387102975197958,-1.3416666090186953,-1.3462996681418293,-1.3462996681418293,1.0301074071634333
2010-01-27,-1.3474065979685574,-1.3400714824852538,-1.3434314739121487,-1.335404548167816,-1.335404548167816,1.356930940260019
2010-01-28,-1.3350827365944273,-1.3430145039946024,-1.359340963762216,-1.3615393251187313,-1.3615393251187313,2.1931343516382755
2010-01-29,-1.3486630270175095,-1.3540696954370017,-1.3757889992592218,-1.3810433299676055,-1.3810433299676055,2.841070324334089
2010-02-01,-1.3748073073783198,-1.3734699843549356,-1.3684071968046738,-1.3663460443786346,-1.3663460443786346,0.7144577526486336
2010-02-02,-1.3650456235424624,-1.3596985606570695,-1.3627036265366728,-1.354723650164514,-1.354723650164514,1.2963188566641546
2010-02-03,-1.359287040134132,-1.3591650445982608,-1.3532409676721462,-1.354199934892573,-1.354199934892573,0.8863120052364978
2010-02-04,-1.3621325000534552,-1.3691472158572646,-1.3850226021434098,-1.3945514610181258,-1.3945514610181258,2.122987224985954
2010-02-05,-1.389520880065039,-1.391208498564779,-1.4006656914035498,-1.3848825070883555,-1.3848825070883555,2.147097971881318
2010-02-08,-1.3844828338551678,-1.3848501654057828,-1.3852206642590867,-1.3941693187614177,-1.3941693187614177,0.2231547268281626
2010-02-09,-1.3764763312165538,-1.3765603063961345,-1.380594639838524,-1.3788741457583102,-1.3788741457583102,0.8691042322205478
2010-02-10,-1.3799500059682956,-1.3825690998580407,-1.3815235640111674,-1.3807228723214011,-1.3807228723214011,0.2819044973270626
2010-02-11,-1.381409574770425,-1.3683562227804837,-1.3796286732662897,-1.3625192044264818,-1.3625192044264818,0.48382889872057666
2010-02-12,-1.373649516594221,-1.3652720384147337,-1.3685744155414052,-1.3587477301374407,-1.3587477301374407,0.7195232442723765
2010-02-16,-1.347357429419969,-1.347110483238392,-1.3455433248060715,-1.3398537988919645,-1.3398537988919645,0.3139611134361411
2010-02-17,-1.333506035738119,-1.3396728426108804,-1.3309281910860546,-1.3323972080290971,-1.3323972080290971,0.39014213452262675
2010-02-18,-1.3332905659708785,-1.3291388918763922,-1.3257510712529812,-1.3228948015617008,-1.3228948015617008,0.32381895742940536
2010-02-19,-1.3270639045576347,-1.3252759891716048,-1.3209268342310254,-1.3215636223024938,-1.3215636223024938,0.5468992356044338
2010-02-22,-1.3162305866808033,-1.324123330656507,-1.316765272516067,-1.322697562157169,-1.322697562157169,0.07419450991231272
2010-02-23,-1.3241816054879012,-1.3314075330767194,-1.3353127614849878,-1.3403159805327374,-1.3403159805327374,0.9050841212538978
2010-02-24,-1.333795634017982,-1.3302487374993268,-1.3256642874410762,-1.326475205030509,-1.326475205030509,0.5199577728016838
2010-02-25,-1.3422823943996767,-1.3336088112962419,-1.3396291445146693,-1.327510449385129,-1.327510449385129,0.8793097079919121
2010-02-26,-1.3263803567854808,-1.3295496574919925,-1.3250759991432584,-1.325020806913388,-1.325020806913388,0.8368489693811264
2010-03-01,-1.318398513559109,-1.3104254076148947,-1.3095319406313155,-1.3032612595237618,-1.3032612595237618,1.3868769348592045
2010-03-02,-1.2988933391249287,-1.2991004644167798,-1.292179624700684,-1.2988120087996133,-1.2988120087996133,2.1986716292465824
2010-03-03,-1.295352001419388,-1.298591498446613,-1.2922416136685728,-1.298879861378174,-1.298879861378174,1.631634537482897
2010-03-04,-1.2967377422606865,-1.2986896988011796,-1.2932449242311133,-1.2917128864725007,-1.2917128864725007,0.5949717443474052
2010-03-05,-1.2835332074764765,-1.2779220878554929,-1.2762330930703083,-1.270735978369851,-1.270735978369851,1.1558011257878762
2010-03-08,-1.2698359352751112,-1.2727716504511726,-1.2607448251248914,-1.2671248835751268,-1.2671248835751268,0.9085604390348978
2010-03-09,-1.2701253832790782,-1.2619555236135533,-1.2609740322102287,-1.261905330116357,-1.261905330116357,1.6734745050613615
2010-03-10,-1.2607824586236498,-1.2566886230511447,-1.2517157849677407,-1.2506465736385322,-1.2506465736385322,1.510534524497633
2010-03-11,-1.2545249727911323,-1.2525191431511018,-1.2474798362436028,-1.2447861042711121,-1.2447861042711121,0.770699608176955
2010-03-12,-1.2391525117445013,-1.2477242341228036,-1.2409463725511556,-1.245279128217137,-1.245279128217137,0.3783474849085196
2010-03-15,-1.2478673718434068,-1.253169122981153,-1.248433555879545,-1.2486376179442182,-1.2486376179442182,0.024234857231084192
2010-03-16,-1.2445415039051069,-1.2461545227069852,-1.2393425267545055,-1.238900961182739,-1.238900961182739,0.6343534586378765
2010-03-17,-1.2357159766949606,-1.233124991908617,-1.226461414548996,-1.2320729496761662,-1.2320729496761662,0.8318331394399693
2010-03-18,-1.23208833073863,-1.2369387944361205,-1.2253528742176134,-1.230723415643399,-1.230723415643399,0.5627909740318623
2010-03-19,-1.229834246501315,-1.235068793110167,-1.236952028953646,-1.2411194934501826,-1.2411194934501826,2.7546093349523604
2010-03-22,-1.2488342026124961,-1.2324383368618517,-1.2409959634777534,-1.2281845760928454,-1.2281845760928454,1.2458129254744832
2010-03-23,-1.225707848396693,-1.2230570446424611,-1.2211541189980653,-1.2159582768596253,-1.2159582768596253,1.288273664085269
