Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,-0.5017290189045976,-0.5078753795610307,-0.5340731476658448,-0.540006775583533,-0.540006775583533,0.0
2010-01-05,-0.534036296319534,-0.5320627049918071,-0.5583358733079273,-0.5319250988864409,-0.5319250988864409,0.0
2010-01-06,-0.534036296319534,-0.5401251468020658,-0.5502482980938997,-0.5561701289777173,-0.5561701289777173,0.0
2010-01-07,-0.5582667543807361,-0.5481875886123246,-0.5583358733079273,-0.5561701289777173,-0.5561701289777173,0.0
2010-01-08,-0.5582667543807361,-0.5643124722328423,-0.5664234485219547,-0.5642518056748095,-0.5642518056748095,0.0
2010-01-11,-0.5663435737344702,-0.572374914043101,-0.5987737493780646,-0.5884968357660857,-0.5884968357660857,0.0
2010-01-12,-0.5744203930882043,-0.572374914043101,-0.5745110237359822,-0.5642518056748095,-0.5642518056748095,0.0
2010-01-13,-0.5663435737344702,-0.5562500304225835,-0.5583358733079273,-0.5480884522806252,-0.5480884522806252,0.0
2010-01-14,-0.5582667543807361,-0.5481875886123246,-0.5583358733079273,-0.5561701289777173,-0.5561701289777173,0.0
2010-01-15,-0.5501899350270021,-0.5320627049918071,-0.5502482980938997,-0.540006775583533,-0.540006775583533,0.0
2010-01-19,-0.542113115673268,-0.5401251468020658,-0.5502482980938997,-0.5480884522806252,-0.5480884522806252,0.0
2010-01-20,-0.5501899350270021,-0.5562500304225835,-0.5502482980938997,-0.5480884522806252,-0.5480884522806252,0.0
2010-01-21,-0.5501899350270021,-0.5562500304225835,-0.5583358733079273,-0.5642518056748095,-0.5642518056748095,0.0
2010-01-22,-0.5582667543807361,-0.5643124722328423,-0.5502482980938997,-0.5561701289777173,-0.5561701289777173,0.0
2010-01-25,-0.5582667543807361,-0.5078753795610307,-0.5583358733079273,-0.5561701289777173,-0.5561701289777173,0.0
2010-01-26,-0.542113115673268,-0.5240002631815482,-0.5502482980938997,-0.5238434221893489,-0.5238434221893489,0.0
2010-01-27,-0.534036296319534,-0.5159378213712894,-0.5340731476658448,-0.5157617454922567,-0.5157617454922567,0.0
2010-01-28,-0.5098058382583318,-0.5078753795610307,-0.5178979972377898,-0.5157617454922567,-0.5157617454922567,0.0
2010-01-29,-0.5178826576120659,-0.5159378213712894,-0.5259855724518173,-0.5157617454922567,-0.5157617454922567,0.0
2010-02-01,-0.534036296319534,-0.49175049594051307,-0.5259855724518173,-0.4915167154009803,-0.4915167154009803,0.0
2010-02-02,-0.48557538019712965,-0.48368805413025423,-0.4774601211676525,-0.48343503870388826,-0.48343503870388826,0.0
2010-02-03,-0.48557538019712965,-0.47562561231999545,-0.4774601211676525,-0.48343503870388826,-0.48343503870388826,0.0
2010-02-04,-0.48557538019712965,-0.48368805413025423,-0.4855476963816799,-0.4915167154009803,-0.4915167154009803,0.0
2010-02-05,-0.5098058382583318,-0.49981293775077185,-0.5017228468097349,-0.4915167154009803,-0.4915167154009803,0.0
2010-02-08,-0.48557538019712965,-0.47562561231999545,-0.4936352715957074,-0.48343503870388826,-0.48343503870388826,0.0
2010-02-09,-0.4613449221359274,-0.4675631705097367,-0.4612849707395975,-0.46727168530970403,-0.46727168530970403,0.0
2010-02-10,-0.4694217414896615,-0.4675631705097367,-0.4612849707395975,-0.46727168530970403,-0.46727168530970403,0.0
2010-02-11,-0.4694217414896615,-0.47562561231999545,-0.4774601211676525,-0.4753533620067962,-0.4753533620067962,0.0
2010-02-12,-0.48557538019712965,-0.48368805413025423,-0.4855476963816799,-0.48343503870388826,-0.48343503870388826,0.0
2010-02-16,-0.48557538019712965,-0.48368805413025423,-0.5017228468097349,-0.4915167154009803,-0.4915167154009803,0.0
2010-02-17,-0.4774985608433956,-0.47562561231999545,-0.4936352715957074,-0.48343503870388826,-0.48343503870388826,0.0
2010-02-18,-0.48557538019712965,-0.48368805413025423,-0.4855476963816799,-0.4915167154009803,-0.4915167154009803,0.0
2010-02-19,-0.4774985608433956,-0.47562561231999545,-0.4774601211676525,-0.4753533620067962,-0.4753533620067962,0.0
2010-02-22,-0.4774985608433956,-0.47562561231999545,-0.5017228468097349,-0.4915167154009803,-0.4915167154009803,0.0
2010-02-23,-0.48557538019712965,-0.4272509614584427,-0.4936352715957074,-0.44302665521842766,-0.44302665521842766,0.0
2010-02-24,-0.4451912834284593,-0.4514382868892191,-0.44510982031154256,-0.4511083319155198,-0.4511083319155198,0.0
2010-02-25,-0.45326810278219337,-0.44337584507896033,-0.44510982031154256,-0.44302665521842766,-0.44302665521842766,0.0
2010-02-26,-0.4451912834284593,-0.44337584507896033,-0.4370222450975151,-0.44302665521842766,-0.44302665521842766,0.0
2010-03-01,-0.42903764472099115,-0.4353134032687015,-0.4289346698834876,-0.4349449785213355,-0.4349449785213355,0.0
2010-03-02,-0.42903764472099115,-0.4353134032687015,-0.4289346698834876,-0.42686330182424337,-0.42686330182424337,0.0
2010-03-03,-0.4209608253672571,-0.41918851964818393,-0.4208470946694601,-0.41069994843005914,-0.41069994843005914,0.0
2010-03-04,-0.41288400601352304,-0.41918851964818393,-0.4046719442414051,-0.41069994843005914,-0.41069994843005914,0.0
2010-03-05,-0.41288400601352304,-0.39500119421740754,-0.4046719442414051,-0.39453659503587496,-0.39453659503587496,0.0
2010-03-08,-0.39673036730605493,-0.39500119421740754,-0.38849679381335017,-0.39453659503587496,-0.39453659503587496,0.0
2010-03-09,-0.3886535479523209,-0.39500119421740754,-0.3804092185993227,-0.3864549183387828,-0.3864549183387828,0.0
2010-03-10,-0.39673036730605493,-0.39500119421740754,-0.38849679381335017,-0.39453659503587496,-0.39453659503587496,0.0
2010-03-11,-0.3886535479523209,-0.39500119421740754,-0.39658436902737765,-0.39453659503587496,-0.39453659503587496,0.0
2010-03-12,-0.39673036730605493,-0.39500119421740754,-0.39658436902737765,-0.402618271732967,-0.402618271732967,0.0
2010-03-15,-0.39673036730605493,-0.39500119421740754,-0.38849679381335017,-0.39453659503587496,-0.39453659503587496,0.0
2010-03-16,-0.3724999092448527,-0.3788763105968899,-0.4127595194554326,-0.37837324164169067,-0.37837324164169067,0.0
2010-03-17,-0.38057672859858677,-0.3788763105968899,-0.38849679381335017,-0.3864549183387828,-0.3864549183387828,0.0
2010-03-18,-0.39673036730605493,-0.39500119421740754,-0.4046719442414051,-0.39453659503587496,-0.39453659503587496,0.0
2010-03-19,-0.39673036730605493,-0.39500119421740754,-0.4046719442414051,-0.39453659503587496,-0.39453659503587496,0.0
2010-03-22,-0.3886535479523209,-0.39500119421740754,-0.39658436902737765,-0.402618271732967,-0.402618271732967,0.0
2010-03-23,-0.40480718665978893,-0.4111260778379251,-0.4208470946694601,-0.4187816251271513,-0.4187816251271513,0.0
2010-03-24,-0.41288400601352304,-0.4111260778379251,-0.4127595194554326,-0.41069994843005914,-0.41069994843005914,0.0
2010-03-25,-0.4209608253672571,-0.41918851964818393,-0.4208470946694601,-0.4187816251271513,-0.4187816251271513,0.0
2010-03-26,-0.41288400601352304,-0.41918851964818393,-0.4127595194554326,-0.4187816251271513,-0.4187816251271513,0.0
2010-03-29,-0.4209608253672571,-0.4272509614584427,-0.4370222450975151,-0.42686330182424337,-0.42686330182424337,0.0
2010-03-30,-0.39673036730605493,-0.39500119421740754,-0.38849679381335017,-0.3864549183387828,-0.3864549183387828,0.0
2010-03-31,-0.39673036730605493,-0.38693875240714876,-0.38849679381335017,-0.3864549183387828,-0.3864549183387828,0.0
2010-04-01,-0.3886535479523209,-0.38693875240714876,-0.38849679381335017,-0.3864549183387828,-0.3864549183387828,0.0
2010-04-05,-0.38057672859858677,-0.37081386878663114,-0.3723216433852952,-0.37029156494459853,-0.37029156494459853,0.0
2010-04-06,-0.36442308989111866,-0.36275142697637236,-0.35614649295724027,-0.36220988824750644,-0.36220988824750644,0.0
2010-04-07,-0.36442308989111866,-0.37081386878663114,-0.36423406817126774,-0.37029156494459853,-0.37029156494459853,0.0
2010-04-08,-0.3724999092448527,-0.3788763105968899,-0.3723216433852952,-0.37837324164169067,-0.37837324164169067,0.0
2010-04-09,-0.3886535479523209,-0.38693875240714876,-0.38849679381335017,-0.3864549183387828,-0.3864549183387828,0.0
2010-04-12,-0.3886535479523209,-0.39500119421740754,-0.4127595194554326,-0.41069994843005914,-0.41069994843005914,0.0
