,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2010-01-04,-0.7293991890724958,-0.7202847856736774,-0.7202987676645095,-0.7165793962988111,-0.787207425930462,-0.1313196110075788,-0.12007018765196188,0.0
2010-01-05,-0.7197723355631271,-0.7202847856736774,-0.7181830103949521,-0.7161604632632135,-0.7868921351407113,0.35242211100584164,-0.12007018765196188,0.0
2010-01-06,-0.718516659018427,-0.7211147865811662,-0.7232608278418897,-0.7241201909395665,-0.7929225703725257,0.7121326346507225,-0.12007018765196188,0.0
2010-01-07,-0.7289806302242625,-0.7368848038234513,-0.7372248258209676,-0.7374422614715678,-0.8030198576898587,0.38697783332876146,-0.12007018765196188,0.0
2010-01-08,-0.743630189912432,-0.7294147956560532,-0.7351090685514104,-0.7287284543311393,-0.7964147151957139,0.41417964066776397,-0.12007018765196188,0.0
2010-01-11,-0.7256321594383951,-0.7343948011009852,-0.7401868859983478,-0.7450668427194428,-0.8087948674717486,1.163105925743927,-0.12007018765196188,0.0
2010-01-12,-0.7490714549394666,-0.7493348174357818,-0.7490730665304884,-0.7534455034313933,-0.8151445845159687,1.0418516407480847,-0.12007018765196188,0.0
2010-01-13,-0.7444673076088989,-0.7443548119908496,-0.7448415519913738,-0.7417153784346625,-0.8062565770631225,0.44259288179762063,-0.12007018765196188,0.0
2010-01-14,-0.7423745133677319,-0.7202847856736774,-0.7342627656435874,-0.7161604632632135,-0.7868921351407113,0.9273626162884913,-0.12007018765196188,0.0
2010-01-15,-0.7101454820537587,-0.7144747793212567,-0.7152209502175719,-0.7203497936191887,-0.7900649981514938,1.639084234027226,-0.12007018765196188,0.0
2010-01-19,-0.7239579240454614,-0.7144747793212567,-0.7164904045793064,-0.7102954007648481,-0.7824461359029606,0.21703585365401457,-0.12007018765196188,0.0
2010-01-20,-0.721446570956061,-0.7269247929335869,-0.7321470083740302,-0.7318704520981206,-0.7987973557207921,0.5699640543148883,-0.12007018765196188,0.0
2010-01-21,-0.7298177479207293,-0.7360548029159627,-0.7452647034452854,-0.7559591016449784,-0.8170483023224382,1.3478922349685765,-0.12007018765196188,0.0
2010-01-22,-0.7553498376629678,-0.7576348265106687,-0.7943502720990142,-0.7999470703827187,-0.8503853145602578,2.581417630058025,-0.12007018765196188,0.0
2010-01-25,-0.7871603101287077,-0.7800448510128634,-0.7833483342973163,-0.7848654811012078,-0.8389550256761307,0.933543487989011,-0.12007018765196188,0.0
2010-01-26,-0.7888345455216412,-0.7721598423917208,-0.7837714857512278,-0.7773246864604523,-0.833239881234067,1.0728967644446914,-0.12007018765196188,0.0
2010-01-27,-0.7825561627981399,-0.7734048437529538,-0.786733545928608,-0.7702028248552942,-0.827844018604409,0.9581347408209617,-0.12007018765196188,0.0
2010-01-28,-0.7620467792347025,-0.7713298414842321,-0.792234514829457,-0.7915684096707681,-0.8440355975160377,3.242975651386744,-0.12007018765196188,0.0
2010-01-29,-0.759535426145302,-0.7692548392155103,-0.844282143660566,-0.8326238471593258,-0.8751456191123269,6.500828239053124,-0.12007018765196188,0.0
2010-02-01,-0.8227378122285481,-0.8290149045546963,-0.8332802058588681,-0.8229883873405827,-0.8678420476535444,1.8957844949420501,-0.12007018765196188,0.0
2010-02-02,-0.8235749299250149,-0.8281849036472076,-0.8239708738728161,-0.820893722162595,-0.8662576116594808,0.551374517481993,-0.12007018765196188,0.0
2010-02-03,-0.8281790772555825,-0.8161498904886216,-0.824817176780639,-0.8137718605574371,-0.8608617490298229,0.8492933865694345,-0.12007018765196188,0.0
2010-02-04,-0.8231563710767816,-0.8281849036472076,-0.8379348718518942,-0.8468675703696417,-0.8859413353942979,1.551076128488838,-0.12007018765196188,0.0
2010-02-05,-0.8390616073096514,-0.8373149136295832,-0.8480905067457691,-0.8393267757288861,-0.8802261909522342,1.683740925423183,-0.12007018765196188,0.0
2010-02-08,-0.8386430484614179,-0.8456149227044703,-0.8480905067457691,-0.851894766796812,-0.8897487710072368,0.4834190536717924,-0.12007018765196188,0.0
2010-02-09,-0.8403172838543518,-0.8348249109071172,-0.8404737805753629,-0.8397457087644836,-0.8805414817419849,0.7553603460469044,-0.12007018765196188,0.0
2010-02-10,-0.8378059307649511,-0.8389749154445607,-0.8366654174901598,-0.8405835748356788,-0.8811760543441413,0.30301352790914005,-0.12007018765196188,0.0
2010-02-11,-0.8419915192472853,-0.8323349081846512,-0.8425895378449202,-0.8351374453729109,-0.8770493369187966,1.0453323800908205,-0.12007018765196188,0.0
2010-02-12,-0.8470142254260864,-0.846444923611959,-0.8476673552918578,-0.8430971730492639,-0.883083763173266,1.6904422017803373,-0.12007018765196188,0.0
2010-02-16,-0.833620342282617,-0.8335799095458841,-0.8290486913197537,-0.8255019855541678,-0.8656230390573243,0.4456683880060918,3.326119910429079,0.0
2010-02-17,-0.8168779883532802,-0.8219598968410425,-0.8146615418867641,-0.8154475926998271,-0.8579682576048954,0.18748369413627747,-0.12007018765196188,0.0
2010-02-18,-0.8143666352638798,-0.8061898795987572,-0.8083142700780922,-0.7995700306506809,-0.8458794499826812,0.05838921439540045,-0.12007018765196188,0.0
2010-02-19,-0.8059954582992115,-0.810754884589945,-0.800697543907686,-0.8079067980590717,-0.8522251760042463,0.12643852166827288,-0.12007018765196188,0.0
2010-02-22,-0.8039026640580443,-0.8099248836824563,-0.8023901497233319,-0.8095825302014618,-0.8535023032538694,-0.2039203262200334,-0.12007018765196188,0.0
2010-02-23,-0.8105996056297791,-0.8144898886736442,-0.8260866311423735,-0.8263398516253629,-0.8662576116594808,0.4597705010784993,-0.12007018765196188,0.0
2010-02-24,-0.8172965472015137,-0.8161498904886216,-0.8138152389789413,-0.8137718605574371,-0.8566911303552722,0.07158701773660694,-0.12007018765196188,0.0
2010-02-25,-0.8277605184073492,-0.8219598968410425,-0.8290486913197537,-0.8150286596642295,-0.8576489757924897,0.30915600910220314,-0.12007018765196188,0.0
2010-02-26,-0.8118552821744793,-0.8136598877661554,-0.8083142700780922,-0.8120961284150469,-0.8554179941283041,-0.04764963281179164,-0.12007018765196188,0.0
2010-03-01,-0.8068325759956783,-0.8053598786912686,-0.8074679671702693,-0.7974334721691336,-0.8442551037620667,0.09886560609052278,-0.12007018765196188,0.0
2010-03-02,-0.7938572517004423,-0.7949848673476598,-0.8197393593337017,-0.820893722162595,-0.8621149301435156,2.202601430535554,-0.12007018765196188,0.0
2010-03-03,-0.8177151060497471,-0.8236198986560198,-0.8150846933406755,-0.820893722162595,-0.8621149301435156,0.2966492348952163,-0.12007018765196188,0.0
2010-03-04,-0.8198079002909142,-0.8219598968410425,-0.8184699049719673,-0.8137718605574371,-0.8566911303552722,0.05984378806681332,-0.12007018765196188,0.0
2010-03-05,-0.8114367233262458,-0.8207148954798094,-0.8121226331632952,-0.8155523259587266,-0.8580480780579969,0.6191167006952123,-0.12007018765196188,0.0
2010-03-08,-0.8172965472015137,-0.8103398841362007,-0.8087374215320037,-0.8137718605574371,-0.8566911303552722,-0.08843314856656712,-0.12007018765196188,0.0
2010-03-09,-0.81562231180858,-0.8028698759688025,-0.8066216642624464,-0.8066499989522791,-0.851271321589684,0.37468860533069553,-0.12007018765196188,0.0
2010-03-10,-0.8030655463615775,-0.8028698759688025,-0.79604287791466,-0.7995281373471212,-0.8458475218014406,0.14519015175487396,-0.12007018765196188,0.0
2010-03-11,-0.8018098698168772,-0.7995498723388477,-0.7939271206451027,-0.7907305435995732,-0.8391505857862291,-0.26182174268853275,-0.12007018765196188,0.0
2010-03-12,-0.7838118393428403,-0.7916648637177052,-0.7858872430207852,-0.7869601462791954,-0.8362810404972322,-0.4174952504252267,-0.12007018765196188,0.0
2010-03-15,-0.7896716632181081,-0.7920798641714494,-0.7871566973825194,-0.7861222802080003,-0.8356424768724204,-0.16958641571797423,-0.12007018765196188,0.0
2010-03-16,-0.779626250860506,-0.7870998587265173,-0.7791168197582018,-0.7827708159232201,-0.8330922133958292,-0.20322076586193455,-0.12007018765196188,0.0
2010-03-17,-0.7762777800746387,-0.7713298414842321,-0.7706537906799727,-0.7718785569976845,-0.8247988683185888,0.3795556685538102,-0.12007018765196188,0.0
2010-03-18,-0.7709411547596625,-0.7775548482903973,-0.7664222761408581,-0.7727164230688796,-0.8254374319434004,0.10056331964249439,-0.12007018765196188,0.0
2010-03-19,-0.7653952500205697,-0.7700848401229992,-0.7727695479495299,-0.7735542891400746,-0.826075995568212,1.699609001838596,-0.12007018765196188,0.0
2010-03-22,-0.7762777800746387,-0.7783848491978861,-0.7710769421338841,-0.773135356104477,-0.8257567137558063,-0.16079072389846297,-0.12007018765196188,0.0
2010-03-23,-0.772510750440538,-0.7700848401229992,-0.7702306392260613,-0.7614052311077464,-0.8168287960764092,0.02298890090843448,-0.12007018765196188,0.0
2010-03-24,-0.7670694854135035,-0.7721598423917208,-0.7621907616017435,-0.7710406909264895,-0.8241603046937772,-0.31991937730625497,-0.12007018765196188,0.0
2010-03-25,-0.7612096615382357,-0.7422798097221278,-0.7537277325235144,-0.7559591016449784,-0.812682123537789,1.3513900367590708,-0.12007018765196188,0.0
2010-03-26,-0.751582808028867,-0.7576348265106687,-0.7626139130556551,-0.7706217578908918,-0.8238450139040264,0.601785519384507,-0.12007018765196188,0.0
2010-03-29,-0.7674880442617369,-0.7734048437529538,-0.7643065188713009,-0.7735542891400746,-0.826075995568212,-0.3477183703168053,-0.12007018765196188,0.0
2010-03-30,-0.7708365150476043,-0.7717448419379764,-0.7664222761408581,-0.7660134944993191,-0.8203369049902178,-0.2786666442381205,-0.12007018765196188,0.0
2010-03-31,-0.7704179561993708,-0.7775548482903973,-0.7803862741199361,-0.7862270134668997,-0.8357222973255218,0.9500514061953682,-0.12007018765196188,0.0
2010-04-01,-0.7825561627981399,-0.7850248564577956,-0.8036596040850662,-0.7915684096707681,-0.8397891494110407,1.419614234121468,-0.12007018765196188,0.0
2010-04-05,-0.7917644574592753,-0.7897973616758556,-0.7863103944746965,-0.7869601462791954,-0.8362810404972322,-0.30526700029363557,-0.12007018765196188,0.0
2010-04-06,-0.7909273397628084,-0.7833648546428182,-0.7884261517442538,-0.7848654811012078,-0.8346846314352031,0.25078110970840517,-0.12007018765196188,0.0
2010-04-07,-0.7905087809145749,-0.7841948555503069,-0.7816557284816705,-0.7836086819944151,-0.8337307770206408,0.717950929336374,-0.12007018765196188,0.0
2010-04-08,-0.7838118393428403,-0.7669723367199164,-0.7748853052190873,-0.7597294989653561,-0.8155516688267861,0.9480806934792605,-0.12007018765196188,0.0
2010-04-09,-0.757442631904135,-0.7489198169820374,-0.7497077937113557,-0.7421343114702601,-0.8021577967963631,0.5658264107334499,-0.12007018765196188,0.0
2010-04-12,-0.7448858664571323,-0.7455998133520827,-0.7365900986401006,-0.7429721775414552,-0.8027963604211746,-0.1884916078344019,-0.12007018765196188,0.0
2010-04-13,-0.7490714549394666,-0.7451848128983383,-0.7397637345444364,-0.7375260480786874,-0.7986496878825545,-0.004822888937934739,-0.12007018765196188,0.0
2010-04-14,-0.7222836886525278,-0.7244347902111209,-0.7173367074871293,-0.7220255257615789,-0.7868482338915055,1.1710612920113317,-0.12007018765196188,0.0
2010-04-15,-0.7210280121078275,-0.7265097924798427,-0.7152209502175719,-0.7199308605835911,-0.7852558158521316,0.48021131349319274,-0.12007018765196188,0.0
2010-04-16,-0.7222836886525278,-0.7252647911186095,-0.7198756162105979,-0.7283095212955417,-0.7916334700549372,2.0140272579085154,-0.12007018765196188,0.0
2010-04-19,-0.7231208063489946,-0.7140597788675123,-0.7131051929480147,-0.7128508922819929,-0.7798639442451287,1.001678107500676,-0.12007018765196188,0.0
2010-04-20,-0.7042856581784908,-0.7061747702463695,-0.6974485891532909,-0.6994031418393125,-0.7696269711348681,0.45692533791476797,-0.12007018765196188,0.0
2010-04-21,-0.6996815108479232,-0.7036847675239035,-0.6932170746141763,-0.7005761543389855,-0.7705209602096044,0.591019114848888,-0.12007018765196188,0.0
2010-04-22,-0.7118197174466924,-0.7024397661626705,-0.7071810725932544,-0.6981463427325199,-0.7686691256976507,1.8495665895761897,-0.12007018765196188,0.0
2010-04-23,-0.708471246660825,-0.7003647638939489,-0.7177598589410408,-0.7161604632632135,-0.7823822795404795,3.6376684585485077,-0.12007018765196188,0.0
2010-04-26,-0.713493952839626,-0.7130222777331514,-0.7088736784089001,-0.7098764677292506,-0.7776010343997027,0.9453293737782009,-0.12007018765196188,0.0
2010-04-27,-0.7155867470807931,-0.7140597788675123,-0.7135579650037,-0.720978193172585,-0.786050029360491,1.1620907101022957,-0.12007018765196188,0.0
2010-04-28,-0.7168424236254932,-0.7244347902111209,-0.7190293133027751,-0.7182551284412011,-0.7839786886025084,0.9840867238616535,-0.12007018765196188,0.0
2010-04-29,-0.7164238647772599,-0.7064528205503784,-0.7169135560332177,-0.7143590512101441,-0.7810133587697896,0.47679029271761175,-0.12007018765196188,0.0
2010-04-30,-0.710564040901992,-0.7211147865811662,-0.7232608278418897,-0.7339651172761084,-0.7959397834997602,0.9267952899005208,-0.12007018765196188,0.0
2010-05-03,-0.7273063948313288,-0.7219198874614301,-0.720721919118421,-0.7203497936191887,-0.7855711066418822,0.10671859767137641,-0.12007018765196188,0.0
2010-05-04,-0.7335847775548301,-0.7431098106296165,-0.7558434897930717,-0.7509319052178082,-0.8088547328115746,1.7317503878036868,-0.12007018765196188,0.0
2010-05-05,-0.7649766911723365,-0.7621998315018564,-0.7583823985165404,-0.7626620302145388,-0.8177826504909714,1.0811677859956286,-0.12007018765196188,0.0
2010-05-06,-0.772510750440538,-0.7709148410304878,-0.8337033573127796,-0.7991092043115237,-0.8455282399890348,3.716428717401784,-0.12007018765196188,0.0
2010-05-07,-0.8001356344239435,-0.8095098832287121,-0.8586692930935554,-0.8313670480525331,-0.8700850023856952,5.640437248382564,-0.12007018765196188,0.0
2010-05-10,-0.7967871636380761,-0.7875148591802617,-0.7998512409998632,-0.8007849364539137,-0.8468053672386581,1.9265907443700376,-0.12007018765196188,0.0
2010-05-11,-0.8105996056297791,-0.7804598514666078,-0.8057753613546235,-0.803298534667499,-0.8487170670904376,0.9513054961056185,-0.12007018765196188,0.0
2010-05-12,-0.7980428401827764,-0.7833648546428182,-0.7909650604677225,-0.7798382846740374,-0.8308612317316437,0.2413967634412254,-0.12007018765196188,0.0
2010-05-13,-0.7863231924322407,-0.7771398478366529,-0.7799631226660247,-0.7882169453859881,-0.8372388859344494,0.1578760816633252,-0.12007018765196188,0.0
2010-05-14,-0.7888345455216412,-0.798719871431359,-0.8028133011772434,-0.8012038694895113,-0.8471246490510638,0.9318798993325564,-0.12007018765196188,0.0
2010-05-17,-0.7921830163075085,-0.7978898705238703,-0.810853178801561,-0.8007849364539137,-0.8468053672386581,0.19475229688140216,-0.12007018765196188,0.0
2010-05-18,-0.802646987513344,-0.8074348809599903,-0.8129689360711183,-0.815133392923129,-0.8535821237069708,0.47787375815027705,3.326119910429079,0.0
2010-05-19,-0.8172965472015137,-0.820299895026065,-0.8387811747597171,-0.8301102489457407,-0.8650363587270286,0.8641718410148542,-0.12007018765196188,0.0
2010-05-20,-0.8537111669978211,-0.8555749335943346,-0.8705175338030763,-0.8774496819682611,-0.9012389252311902,1.98365610089837,-0.12007018765196188,0.0
2010-05-21,-0.8964041695176298,-0.8858699667176719,-0.8959066210377635,-0.8887608739293943,-0.9098874713247321,3.2464990468488764,-0.12007018765196188,0.0
2010-05-24,-0.8871958748564944,-0.8962449780612806,-0.9035233472081697,-0.9126400569584533,-0.9281503909943435,1.3745523095912464,-0.12007018765196188,0.0
2010-05-25,-0.9374229366445048,-0.918240002109731,-0.9407606751523779,-0.9210187176704038,-0.9345559823557346,2.426533260530162,-0.12007018765196188,0.0
2010-05-26,-0.9131465234469665,-0.9068274896317614,-0.9754590943731174,-0.9654256194437415,-0.9685155941277456,5.766955298511905,-0.12007018765196188,0.0
2010-05-27,-0.9340744658586374,-0.9169950007484979,-0.9261619499924326,-0.9239512489195865,-0.9367989370878853,4.050025164752267,-0.12007018765196188,0.0
2010-05-28,-0.9294703185280698,-0.9269550116383621,-0.9289124344428572,-0.932329909631537,-0.9432045284492765,1.1094530587672964,-0.12007018765196188,0.0
