,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2010-01-04,-0.8860460556221661,-0.8886085450032597,-0.8903542812900118,-0.8920049730494871,-0.8920049730494871,1.019268206749072,0.0,0.0
2010-01-05,-0.8920538164334461,-0.8909951424652577,-0.8932252996984167,-0.8903191368088431,-0.8903191368088431,1.443454383570761,0.0,0.0
2010-01-06,-0.8895612348202554,-0.8925756566111785,-0.8935706853716083,-0.8955260234255157,-0.8955260234255157,0.8765966420049718,0.0,0.0
2010-01-07,-0.8950790009554382,-0.8976611560660108,-0.8997228676753329,-0.9003274557564638,-0.9003274557564638,2.1814773460074104,0.0,0.0
2010-01-08,-0.8981680978264864,-0.8947913306475163,-0.8992263757701201,-0.8928158816209362,-0.8928158816209362,1.7750107674666913,0.0,0.0
2010-01-11,-0.8937794498579626,-0.8966482765065421,-0.8988378168877795,-0.8996701930196052,-0.8996701930196052,1.4188908869097605,0.0,0.0
2010-01-12,-0.9015128440937593,-0.9029365704382434,-0.9045798537045893,-0.9059824760573582,-0.9059824760573582,1.5262587778321193,0.0,0.0
2010-01-13,-0.9038305189116995,-0.9031686886706215,-0.906306782070547,-0.9022266889895943,-0.9022266889895943,2.0774636429049673,0.0,0.0
2010-01-14,-0.9011932823484785,-0.9017548776188633,-0.9049036527732064,-0.9059824760573582,-0.9059824760573582,1.7561731065790827,0.0,0.0
2010-01-15,-0.9011080658830702,-0.9032952986155552,-0.9034789368712912,-0.9064306097415801,-0.9064306097415801,3.6540335603205945,0.0,0.0
2010-01-19,-0.9074566925559832,-0.9067770721012286,-0.9093720799201223,-0.905427643876893,-0.905427643876893,1.4572438223859707,0.0,0.0
2010-01-20,-0.9054754097352419,-0.9042448732025571,-0.9077530845770367,-0.9093328088393976,-0.9093328088393976,1.5189405498613937,0.0,0.0
2010-01-21,-0.9051984562226651,-0.9064605472388947,-0.9079257774136326,-0.9075402741025103,-0.9075402741025103,1.822477607221259,0.0,0.0
2010-01-22,-0.9087349395371065,-0.9074734267983633,-0.9170784977532089,-0.9186155780125639,-0.9186155780125639,2.3639925963699056,0.0,0.0
2010-01-25,-0.9161913802603264,-0.9188472201848968,-0.9227773613608696,-0.9210056243284136,-0.9210056243284136,2.518149713345839,0.0,0.0
2010-01-26,-0.9194722141785432,-0.9173701041606716,-0.9207460618704117,-0.9227768193660522,-0.9227768193660522,1.683024707556876,0.0,0.0
2010-01-27,-0.9184709207099966,-0.9166315461485591,-0.9213094722498055,-0.915798737711741,-0.915798737711741,3.4469548132970993,0.0,0.0
2010-01-28,-0.9112275211502971,-0.9084652047003431,-0.9126748304200165,-0.9087993163581811,-0.9087993163581811,7.691459274947863,0.0,0.0
2010-01-29,-0.899851123018299,-0.8986531449845654,-0.9097822254070372,-0.910122377711598,-0.910122377711598,8.429448356699462,0.0,0.0
2010-02-01,-0.9138905356943043,-0.9134029925527527,-0.9320596013278929,-0.9240785410202204,-0.9240785410202204,11.242595517057422,0.0,0.0
2010-02-02,-0.9232430427728572,-0.9258107671562437,-0.9308075782625735,-0.9256790184638697,-0.9256790184638697,6.263930491065671,0.0,0.0
2010-02-03,-0.9268008302036507,-0.924481362734441,-0.9261448716744874,-0.9235877279375012,-0.9235877279375012,2.6475739302355237,0.0,0.0
2010-02-04,-0.9235626045181381,-0.9229620433952381,-0.9279149732495942,-0.9303310729000772,-0.9303310729000772,2.7756768004082715,0.0,0.0
2010-02-05,-0.9294425406313058,-0.9286172876022715,-0.9314551763998076,-0.9272368165090218,-0.9272368165090218,2.179647789014729,0.0,0.0
2010-02-08,-0.921996751966262,-0.9215482323434798,-0.9261448716744874,-0.9284318396669466,-0.9284318396669466,1.7952375364413358,0.0,0.0
2010-02-09,-0.9244999856376286,-0.9255786489238654,-0.9251950610732106,-0.9258710757571077,-0.9258710757571077,1.569185605790033,0.0,0.0
